"RowTotal","Cohort","Stat","ExitFrom","ExitTo","ReturnTime","HHType","HHVet","HHChronic","HHDisability","HHFleeingDV","HoHRace","HoHEthnicity","HHAdultAge","HHParent","AC3Plus","SystemPath","ReportID"
1,-2,5,5,5,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-2,5,5,13,-1,99,0,0,0,0,5,0,-1,1,0,-1,12345
1,-2,5,7,1,-1,99,0,0,0,0,99,99,-1,1,0,5,12345
1,-2,5,7,1,-1,99,0,2,0,0,99,99,-1,1,0,5,12345
1,-2,5,7,3,365,1,1,0,0,0,15,0,25,0,0,6,12345
1,-2,5,7,4,-1,1,0,0,0,0,3,0,25,0,0,6,12345
1,-2,5,7,4,-1,2,0,0,0,1,25,0,25,1,0,6,12345
1,-2,5,7,4,90,1,0,0,0,0,3,0,55,0,0,7,12345
1,-2,5,7,5,60,1,1,0,0,0,5,0,55,0,0,6,12345
1,-2,5,7,5,365,1,0,0,0,0,35,0,18,0,0,5,12345
1,-2,5,7,13,60,1,0,0,0,0,3,0,55,0,0,5,12345
1,-2,5,8,99,60,1,1,0,1,1,3,0,25,0,0,10,12345
1,-1,1,2,1,-1,1,0,0,0,1,35,0,25,0,0,1,12345
1,-1,1,2,1,-1,1,0,0,1,0,3,0,25,0,0,1,12345
2,-1,1,2,1,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,1,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
5,-1,1,2,2,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,2,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,2,-1,99,0,1,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,2,-1,99,0,2,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,3,-1,1,0,0,0,0,4,0,18,0,0,1,12345
1,-1,1,2,3,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,1,2,3,-1,1,0,0,1,0,35,0,55,0,0,1,12345
2,-1,1,2,3,-1,1,0,1,1,0,3,0,55,0,0,1,12345
1,-1,1,2,3,-1,2,0,1,1,0,5,0,25,1,0,1,12345
9,-1,1,2,3,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,3,-1,99,0,1,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,3,180,1,0,0,1,0,5,0,25,0,0,1,12345
1,-1,1,2,4,-1,1,0,0,0,0,5,0,18,0,0,1,12345
1,-1,1,2,4,-1,1,0,0,0,1,235,1,55,0,0,1,12345
1,-1,1,2,4,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,1,2,4,-1,1,0,0,1,0,5,1,18,0,0,1,12345
1,-1,1,2,4,-1,1,1,1,1,0,5,0,25,0,0,1,12345
2,-1,1,2,4,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
5,-1,1,2,4,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,5,-1,1,0,0,0,1,5,0,25,0,0,1,12345
1,-1,1,2,5,-1,1,0,0,1,0,35,0,25,0,0,1,12345
1,-1,1,2,5,-1,2,0,0,0,0,3,0,24,1,0,1,12345
1,-1,1,2,5,-1,2,0,0,1,0,5,0,25,1,0,1,12345
32,-1,1,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
7,-1,1,2,5,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,5,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
2,-1,1,2,5,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
2,-1,1,2,5,-1,3,0,0,0,1,3,0,-1,0,0,1,12345
1,-1,1,2,5,-1,3,0,0,1,0,3,0,-1,0,0,1,12345
50,-1,1,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
4,-1,1,2,5,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
2,-1,1,2,5,-1,99,0,0,1,0,99,99,-1,0,0,1,12345
1,-1,1,2,5,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,5,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,5,30,3,0,0,0,0,3,1,-1,0,0,1,12345
1,-1,1,2,5,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,5,30,3,0,0,0,0,35,0,-1,0,0,1,12345
1,-1,1,2,5,30,3,0,0,0,1,98,98,-1,0,0,1,12345
1,-1,1,2,5,30,3,0,0,1,1,3,0,-1,0,0,1,12345
4,-1,1,2,5,30,99,0,0,0,0,99,99,-1,0,0,1,12345
3,-1,1,2,5,60,3,0,0,0,0,3,0,-1,0,0,1,12345
3,-1,1,2,5,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,5,90,3,0,0,0,0,2,0,-1,0,0,1,12345
1,-1,1,2,5,90,99,0,0,0,0,99,99,-1,0,0,1,12345
5,-1,1,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,5,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,5,365,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,5,365,3,0,0,0,0,35,0,-1,0,0,1,12345
2,-1,1,2,5,547,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,6,-1,1,0,0,0,0,3,0,25,0,0,1,12345
1,-1,1,2,6,-1,1,0,0,1,0,13,0,25,0,0,1,12345
1,-1,1,2,6,-1,1,1,0,1,0,1,1,25,0,0,1,12345
2,-1,1,2,6,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,6,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
3,-1,1,2,6,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,-1,1,2,6,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,6,30,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,6,90,1,0,0,0,0,3,0,25,0,0,1,12345
1,-1,1,2,6,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,7,-1,3,0,0,0,0,1,0,-1,0,0,1,12345
9,-1,1,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
10,-1,1,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,7,-1,99,0,0,0,0,35,0,-1,0,0,1,12345
16,-1,1,2,7,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
3,-1,1,2,7,30,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,7,30,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,7,60,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-1,1,2,7,60,99,0,0,0,0,99,99,-1,0,0,1,12345
2,-1,1,2,7,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,7,180,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,7,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,7,365,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,7,365,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,8,-1,1,0,0,0,0,5,0,25,0,0,1,12345
3,-1,1,2,8,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-1,1,2,8,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
4,-1,1,2,8,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,8,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,9,-1,1,0,0,0,0,5,0,55,0,0,1,12345
2,-1,1,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,9,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,9,-1,3,0,0,1,0,5,0,-1,0,0,1,12345
3,-1,1,2,9,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,9,30,1,0,0,1,0,5,0,25,0,0,1,12345
1,-1,1,2,9,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,9,547,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,10,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,2,10,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,11,-1,1,0,0,0,0,5,0,18,0,0,1,12345
1,-1,1,2,11,-1,1,0,0,0,0,35,1,18,0,0,1,12345
1,-1,1,2,11,-1,1,0,0,1,0,35,0,55,0,0,1,12345
1,-1,1,2,11,-1,1,1,0,0,0,145,0,25,0,0,1,12345
1,-1,1,2,11,-1,1,1,0,1,0,13,0,25,0,0,1,12345
2,-1,1,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
8,-1,1,2,11,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
5,-1,1,2,11,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
5,-1,1,2,11,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,11,-1,99,0,0,1,1,99,99,-1,1,0,1,12345
1,-1,1,2,11,60,1,0,0,1,0,5,0,25,0,0,1,12345
1,-1,1,2,12,-1,2,0,0,0,0,5,0,25,1,0,1,12345
1,-1,1,2,13,-1,1,0,0,0,0,1,0,25,0,0,1,12345
1,-1,1,2,13,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,1,2,13,-1,2,0,0,0,0,3,0,-1,1,0,1,12345
1,-1,1,2,13,-1,2,0,0,0,0,235,0,25,1,0,1,12345
1,-1,1,2,13,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,13,-1,99,0,0,0,0,3,0,-1,1,0,1,12345
8,-1,1,2,13,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
3,-1,1,2,13,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,13,-1,99,0,0,0,1,99,99,-1,1,0,1,12345
4,-1,1,2,13,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,13,-1,99,0,0,1,1,99,99,-1,1,0,1,12345
1,-1,1,2,13,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,1,2,13,365,3,0,0,0,0,23,0,-1,0,0,1,12345
1,-1,1,2,14,-1,1,0,0,0,0,3,0,55,0,0,1,12345
1,-1,1,2,14,-1,1,0,0,0,0,35,0,18,0,0,1,12345
1,-1,1,2,14,-1,1,0,0,0,0,35,1,55,0,0,1,12345
1,-1,1,2,14,-1,1,0,1,1,0,35,0,25,0,0,1,12345
1,-1,1,2,14,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,14,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,1,2,14,-1,99,0,0,0,1,99,99,-1,1,0,1,12345
1,-1,1,2,14,60,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,0,0,3,0,18,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,0,0,135,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,0,1,5,1,55,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,1,0,5,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,1,0,23,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,0,1,0,24,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,1,1,0,5,0,25,0,0,1,12345
1,-1,1,2,99,-1,1,0,1,1,0,35,1,25,0,0,1,12345
10,-1,1,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
6,-1,1,2,99,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,99,-1,3,0,0,0,0,5,1,-1,0,0,1,12345
1,-1,1,2,99,-1,3,0,0,0,0,98,0,-1,0,0,1,12345
1,-1,1,2,99,-1,3,0,0,0,0,99,0,-1,0,0,1,12345
1,-1,1,2,99,-1,3,0,2,0,0,5,0,-1,0,0,1,12345
1,-1,1,2,99,-1,99,0,0,0,0,45,0,-1,0,0,1,12345
13,-1,1,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
2,-1,1,2,99,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
1,-1,1,2,99,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,1,3,3,-1,1,0,0,0,0,3,0,18,0,0,2,12345
1,-1,1,3,3,-1,1,0,0,0,0,5,1,25,0,0,2,12345
1,-1,1,3,3,-1,1,0,0,1,0,35,0,25,0,0,2,12345
1,-1,1,3,3,-1,1,0,2,0,0,13,0,55,0,0,2,12345
1,-1,1,3,3,-1,1,0,2,0,0,98,0,25,0,0,2,12345
1,-1,1,3,3,30,1,0,0,1,0,2,0,25,0,0,2,12345
1,-1,1,3,3,90,1,1,0,0,0,3,0,25,0,0,6,12345
1,-1,1,3,4,-1,1,0,0,0,1,99,0,25,0,0,2,12345
1,-1,1,3,4,-1,1,0,0,1,0,5,0,18,0,0,2,12345
1,-1,1,3,4,-1,1,0,1,1,0,5,0,55,0,0,2,12345
1,-1,1,3,4,-1,1,1,0,0,0,3,1,25,0,0,2,12345
1,-1,1,3,4,-1,1,1,0,0,0,135,0,25,0,0,2,12345
1,-1,1,3,4,-1,1,1,0,0,1,3,0,55,0,0,2,12345
1,-1,1,3,4,60,1,0,0,0,0,3,0,25,0,0,2,12345
1,-1,1,3,4,90,1,0,0,0,0,4,1,55,0,0,2,12345
1,-1,1,3,4,90,1,1,0,0,0,5,0,25,0,0,2,12345
1,-1,1,3,5,-1,1,0,0,0,0,135,0,18,0,0,2,12345
1,-1,1,3,5,-1,1,0,0,1,1,5,0,25,0,0,2,12345
1,-1,1,3,5,-1,1,0,1,1,0,5,0,55,0,0,2,12345
1,-1,1,3,5,-1,1,1,0,1,0,35,1,25,0,0,2,12345
1,-1,1,3,5,365,1,1,2,0,0,5,0,25,0,0,2,12345
1,-1,1,3,6,-1,1,0,0,0,0,35,0,25,0,0,2,12345
1,-1,1,3,6,60,1,1,0,0,1,23,0,25,0,0,2,12345
1,-1,1,3,9,-1,1,0,0,1,0,35,0,25,0,0,2,12345
1,-1,1,3,9,-1,1,0,3,1,0,3,0,18,0,0,2,12345
1,-1,1,3,10,-1,1,0,0,0,0,235,0,24,0,0,2,12345
1,-1,1,3,11,-1,1,0,0,0,0,5,0,55,0,0,2,12345
1,-1,1,3,11,-1,1,0,0,1,0,35,0,25,0,0,2,12345
1,-1,1,3,11,-1,1,0,1,1,0,1,0,25,0,0,2,12345
1,-1,1,3,11,-1,1,0,1,1,0,3,0,25,0,0,2,12345
1,-1,1,3,11,-1,1,0,1,1,1,35,0,25,0,0,2,12345
1,-1,1,3,11,-1,1,1,0,1,0,3,1,25,0,0,2,12345
1,-1,1,3,11,30,1,1,0,0,0,3,1,55,0,0,2,12345
1,-1,1,3,11,60,1,1,0,1,0,3,1,55,0,0,2,12345
1,-1,1,3,12,-1,1,0,1,1,0,2,0,55,0,0,2,12345
1,-1,1,3,13,-1,1,0,0,0,0,35,0,55,0,0,2,12345
1,-1,1,3,13,-1,1,0,1,1,1,13,0,24,0,0,2,12345
1,-1,1,3,13,30,1,1,1,1,0,35,0,25,0,0,2,12345
1,-1,1,3,13,30,1,1,1,1,0,98,0,25,0,0,2,12345
1,-1,1,3,14,-1,1,0,1,1,1,35,0,25,0,0,2,12345
1,-1,1,3,99,-1,1,0,0,0,0,35,0,25,0,0,2,12345
1,-1,1,3,99,30,1,1,0,0,0,35,0,25,0,0,2,12345
1,-1,1,5,3,-1,1,0,0,0,0,2,0,25,0,0,-1,12345
1,-1,1,5,3,-1,1,0,0,0,0,3,0,24,0,0,-1,12345
1,-1,1,5,3,-1,1,0,0,0,0,4,0,18,0,0,-1,12345
1,-1,1,5,3,-1,1,0,0,1,0,3,0,25,0,0,-1,12345
1,-1,1,5,3,-1,1,1,0,1,0,35,1,55,0,0,4,12345
1,-1,1,5,3,-1,2,0,0,0,0,3,0,18,1,0,4,12345
2,-1,1,5,3,-1,2,0,0,0,0,3,0,25,1,1,-1,12345
1,-1,1,5,3,-1,2,0,0,0,0,5,0,-1,1,1,4,12345
2,-1,1,5,3,-1,2,0,0,0,0,5,0,25,1,0,4,12345
10,-1,1,5,3,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-1,1,5,3,-1,99,0,0,0,1,99,99,-1,1,0,-1,12345
2,-1,1,5,3,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
1,-1,1,5,3,547,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-1,1,5,4,-1,1,0,0,0,0,1,0,25,0,0,-1,12345
1,-1,1,5,4,-1,1,0,0,0,0,3,0,25,0,0,-1,12345
1,-1,1,5,4,-1,1,0,0,0,0,35,0,55,0,0,-1,12345
1,-1,1,5,4,-1,1,1,0,0,0,3,0,55,0,0,4,12345
1,-1,1,5,4,-1,1,1,0,0,1,245,1,55,0,0,6,12345
1,-1,1,5,4,-1,1,1,0,1,1,3,0,55,0,0,-1,12345
1,-1,1,5,4,-1,1,1,2,0,0,45,0,55,0,0,6,12345
1,-1,1,5,4,-1,2,0,0,0,0,3,0,-1,1,0,-1,12345
3,-1,1,5,4,-1,2,0,0,0,0,3,0,25,1,0,4,12345
1,-1,1,5,4,-1,2,0,0,0,0,3,0,25,1,1,-1,12345
1,-1,1,5,4,-1,2,0,0,1,0,3,0,25,1,1,4,12345
7,-1,1,5,4,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
3,-1,1,5,4,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-1,1,5,4,-1,99,0,0,1,0,99,99,-1,0,0,-1,12345
3,-1,1,5,4,-1,99,0,0,1,0,99,99,-1,1,0,4,12345
1,-1,1,5,4,-1,99,0,2,0,0,99,99,-1,1,0,4,12345
1,-1,1,5,13,-1,2,0,0,0,0,3,0,25,1,0,-1,12345
1,-1,1,5,13,-1,99,0,0,0,0,99,99,-1,1,0,-1,12345
1,-1,1,5,13,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-1,1,5,13,-1,99,0,0,1,0,99,99,-1,1,0,-1,12345
1,-1,1,5,99,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-1,1,6,3,-1,1,0,0,0,0,98,0,25,0,0,-1,12345
1,-1,1,6,3,-1,1,0,0,1,0,3,0,25,0,0,-1,12345
1,-1,1,6,4,-1,1,0,0,0,0,3,0,24,0,0,-1,12345
1,-1,1,6,4,-1,1,0,0,0,0,35,0,18,0,0,8,12345
1,-1,1,6,4,-1,1,0,0,1,1,23,0,25,0,0,-1,12345
1,-1,1,6,5,-1,1,0,0,1,0,3,1,25,0,0,8,12345
1,-1,1,6,9,-1,1,0,2,0,0,3,0,24,0,0,8,12345
1,-1,1,7,3,-1,2,0,0,0,0,2,1,25,0,1,4,12345
1,-1,1,7,3,-1,2,0,0,0,0,5,0,25,1,0,4,12345
1,-1,1,7,4,-1,1,0,0,0,0,13,0,55,0,0,4,12345
1,-1,1,7,4,-1,1,0,0,0,0,13,1,25,0,0,4,12345
1,-1,1,7,4,-1,1,0,0,0,0,35,0,25,0,0,4,12345
1,-1,1,7,4,-1,1,1,0,0,0,98,0,25,0,0,4,12345
1,-1,1,7,4,-1,3,0,2,0,0,4,0,-1,0,0,4,12345
1,-1,1,7,4,365,1,1,0,0,0,1,0,55,0,0,4,12345
1,-1,1,7,5,-1,1,0,2,0,0,3,1,25,0,0,4,12345
1,-1,1,7,5,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-1,1,7,13,-1,2,0,0,0,0,3,0,25,1,1,4,12345
1,-1,1,7,13,-1,2,0,0,0,0,5,0,25,1,0,4,12345
1,-1,1,7,14,-1,2,0,0,0,0,3,0,25,1,0,4,12345
1,-1,1,7,14,-1,3,0,2,0,0,4,0,-1,0,0,4,12345
1,-1,1,8,3,-1,1,0,0,1,0,35,1,25,0,0,8,12345
1,-1,1,8,3,-1,1,0,0,1,0,98,0,25,0,0,8,12345
1,-1,1,8,4,-1,1,0,0,0,0,35,0,25,0,0,8,12345
1,-1,1,8,4,-1,1,0,0,1,0,2345,0,25,0,0,8,12345
1,-1,1,8,9,-1,1,1,2,0,0,3,0,55,0,0,8,12345
1,-1,1,8,15,-1,1,0,1,1,0,5,0,55,0,0,8,12345
1,-1,2,2,1,-1,1,0,0,0,0,5,0,25,0,0,1,12345
1,-1,2,2,1,-1,1,0,0,1,0,2,0,25,0,0,1,12345
1,-1,2,2,3,-1,1,0,0,0,0,35,0,18,0,0,1,12345
1,-1,2,2,4,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,2,2,4,-1,1,0,2,1,0,23,1,25,0,0,1,12345
1,-1,2,2,4,-1,99,0,0,1,0,99,99,-1,1,0,1,12345
3,-1,2,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
3,-1,2,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,5,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,5,60,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,5,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,5,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,5,365,3,0,0,0,0,35,0,-1,0,0,1,12345
1,-1,2,2,5,365,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,6,-1,3,0,2,0,0,3,0,-1,0,0,1,12345
2,-1,2,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
2,-1,2,2,7,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,7,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,9,-1,1,0,0,1,0,5,0,55,0,0,1,12345
2,-1,2,2,9,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,9,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,2,2,11,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,11,-1,99,0,0,0,0,99,99,-1,1,0,1,12345
1,-1,2,2,13,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,13,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,13,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,13,365,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,2,14,-1,1,0,1,1,0,3,0,55,0,0,1,12345
1,-1,2,2,99,-1,1,0,0,0,0,3,0,25,0,0,1,12345
1,-1,2,2,99,-1,1,0,0,0,0,5,0,25,0,0,1,12345
1,-1,2,2,99,-1,1,0,1,1,0,5,0,25,0,0,1,12345
1,-1,2,2,99,-1,1,1,0,0,1,1,0,25,0,0,1,12345
1,-1,2,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
4,-1,2,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,2,2,99,-1,99,0,0,1,0,99,99,-1,0,0,1,12345
1,-1,2,2,99,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,2,3,3,-1,1,1,0,0,0,35,0,55,0,0,2,12345
1,-1,2,3,3,-1,1,1,2,0,0,345,0,55,0,0,2,12345
1,-1,2,3,4,-1,1,0,2,1,0,5,0,25,0,0,2,12345
1,-1,2,3,4,-1,1,1,0,0,0,5,1,25,0,0,2,12345
1,-1,2,3,4,-1,1,1,0,1,0,35,0,55,0,0,2,12345
1,-1,2,3,14,-1,1,0,1,1,0,3,1,55,0,0,2,12345
1,-1,2,3,99,-1,1,1,0,0,1,3,0,25,0,0,2,12345
1,-1,2,3,99,365,1,1,0,0,0,1,0,55,0,0,2,12345
1,-1,2,5,3,-1,1,0,0,1,0,35,0,25,0,0,-1,12345
1,-1,2,5,3,-1,2,0,0,1,0,35,1,25,1,0,-1,12345
1,-1,2,5,4,-1,1,0,0,0,0,3,0,24,0,0,4,12345
1,-1,2,5,4,-1,1,0,0,1,0,3,0,55,0,0,-1,12345
1,-1,2,5,4,-1,1,1,0,0,0,5,0,25,0,0,4,12345
1,-1,2,5,4,-1,1,1,0,0,0,35,0,55,0,0,4,12345
1,-1,2,5,4,-1,99,0,0,0,0,99,99,-1,1,0,4,12345
1,-1,2,5,13,-1,1,1,1,1,0,3,1,25,0,0,4,12345
1,-1,2,7,3,-1,1,1,3,1,0,2,1,55,0,0,6,12345
1,-1,2,7,4,-1,1,1,2,0,0,3,1,55,0,0,4,12345
1,-1,3,2,1,-1,1,0,0,1,0,35,1,25,0,0,1,12345
1,-1,3,2,3,-1,1,0,0,1,0,3,0,25,0,0,1,12345
1,-1,3,2,3,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,3,2,3,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,4,-1,1,0,0,0,0,3,0,55,0,0,1,12345
1,-1,3,2,4,-1,1,0,0,0,0,5,0,18,0,0,1,12345
1,-1,3,2,4,-1,1,0,0,0,0,35,0,25,0,0,1,12345
1,-1,3,2,5,-1,1,0,2,0,0,35,0,18,0,0,1,12345
1,-1,3,2,5,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
3,-1,3,2,5,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,3,2,5,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
3,-1,3,2,5,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,5,60,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,5,90,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,5,180,3,0,0,0,0,345,0,-1,0,0,1,12345
3,-1,3,2,5,180,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,6,-1,1,0,1,1,0,5,0,25,0,0,1,12345
2,-1,3,2,7,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,7,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
2,-1,3,2,7,-1,3,0,0,0,0,35,0,-1,0,0,1,12345
1,-1,3,2,7,90,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,7,180,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,8,-1,1,0,0,1,0,35,0,55,0,0,1,12345
1,-1,3,2,8,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,8,365,1,1,0,1,0,35,0,25,0,0,1,12345
1,-1,3,2,9,-1,1,0,0,1,0,35,0,25,0,0,1,12345
1,-1,3,2,9,-1,1,1,1,1,0,3,99,55,0,0,1,12345
1,-1,3,2,9,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,3,2,9,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,11,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,12,-1,1,0,0,1,1,2,1,25,0,0,1,12345
1,-1,3,2,14,-1,3,0,0,0,0,5,0,-1,0,0,1,12345
1,-1,3,2,99,-1,1,0,0,1,0,5,0,55,0,0,1,12345
2,-1,3,2,99,-1,3,0,0,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,99,-1,3,0,0,0,0,15,0,-1,0,0,1,12345
1,-1,3,2,99,-1,3,0,2,0,0,3,0,-1,0,0,1,12345
1,-1,3,2,99,-1,99,0,0,0,0,99,99,-1,0,0,1,12345
1,-1,3,2,99,30,3,0,0,0,0,3,0,-1,0,0,1,12345
