ServicesID,EnrollmentID,PersonalID,DateProvided,RecordType,TypeProvided,OtherTypeProvided,MovingOnOtherType,SubTypeProvided,FAAmount,FAStartDate,FAEndDate,ReferralOutcome,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
883,854820,671266,2022-09-08,200,200,,,,,,,,2022-09-08 21:00:00,2022-09-08 21:00:00,24,,1036
884,854820,671266,2022-09-12,200,200,,,,,,,,2022-09-12 21:00:00,2022-09-12 21:00:00,31,,1036
885,854820,671266,2022-09-13,200,200,,,,,,,,2022-09-13 21:00:00,2022-09-13 21:00:00,26,,1036
886,854820,671266,2022-09-17,200,200,,,,,,,,2022-09-17 21:00:00,2022-09-17 21:00:00,62,,1036
887,854820,671266,2022-09-19,200,200,,,,,,,,2022-09-19 21:00:00,2022-09-19 21:00:00,26,,1036
888,854820,671266,2022-09-21,200,200,,,,,,,,2022-09-21 21:00:00,2022-09-21 21:00:00,82,,1036
889,854820,671266,2022-09-22,200,200,,,,,,,,2022-09-22 21:00:00,2022-09-22 21:00:00,15,,1036
890,854820,671266,2022-09-23,200,200,,,,,,,,2022-09-23 21:00:00,2022-09-23 21:00:00,18,,1036
891,854820,671266,2022-09-24,200,200,,,,,,,,2022-09-24 21:00:00,2022-09-24 21:00:00,18,,1036
892,854820,671266,2022-09-25,200,200,,,,,,,,2022-09-25 21:00:00,2022-09-25 21:00:00,26,,1036
893,854820,671266,2022-09-26,200,200,,,,,,,,2022-09-26 21:00:00,2022-09-26 21:00:00,62,,1036
894,854820,671266,2022-09-30,200,200,,,,,,,,2022-09-30 21:00:00,2022-09-30 21:00:00,16,,1036
895,845431,671735,2022-03-28,200,200,,,,,,,,2022-03-28 21:00:00,2022-03-28 21:00:00,94,,1036
896,845431,671735,2022-03-29,200,200,,,,,,,,2022-03-29 21:00:00,2022-03-29 21:00:00,31,,1036
897,845431,671735,2022-03-30,200,200,,,,,,,,2022-03-30 21:00:00,2022-03-30 21:00:00,21,,1036
898,845431,671735,2022-03-31,200,200,,,,,,,,2022-03-31 21:00:00,2022-03-31 21:00:00,99,,1036
899,845431,671735,2022-04-01,200,200,,,,,,,,2022-04-01 21:00:00,2022-04-01 21:00:00,19,,1036
900,845431,671735,2022-04-02,200,200,,,,,,,,2022-04-02 21:00:00,2022-04-02 21:00:00,22,,1036
901,845431,671735,2022-04-03,200,200,,,,,,,,2022-04-03 21:00:00,2022-04-03 21:00:00,99,,1036
902,845431,671735,2022-04-04,200,200,,,,,,,,2022-04-04 21:00:00,2022-04-04 21:00:00,62,,1036
903,845431,671735,2022-04-05,200,200,,,,,,,,2022-04-05 21:00:00,2022-04-05 21:00:00,30,,1036
904,845431,671735,2022-04-06,200,200,,,,,,,,2022-04-06 21:00:00,2022-04-06 21:00:00,45,,1036
905,845431,671735,2022-04-07,200,200,,,,,,,,2022-04-07 21:00:00,2022-04-07 21:00:00,99,,1036
906,845431,671735,2022-04-08,200,200,,,,,,,,2022-04-08 21:00:00,2022-04-08 21:00:00,17,,1036
907,845431,671735,2022-04-09,200,200,,,,,,,,2022-04-09 21:00:00,2022-04-09 21:00:00,44,,1036
908,845431,671735,2022-04-10,200,200,,,,,,,,2022-04-10 21:00:00,2022-04-10 21:00:00,43,,1036
909,845431,671735,2022-04-11,200,200,,,,,,,,2022-04-11 21:00:00,2022-04-11 21:00:00,43,,1036
910,845431,671735,2022-04-12,200,200,,,,,,,,2022-04-12 21:00:00,2022-04-12 21:00:00,82,,1036
911,845431,671735,2022-04-13,200,200,,,,,,,,2022-04-13 21:00:00,2022-04-13 21:00:00,14,,1036
912,845431,671735,2022-04-14,200,200,,,,,,,,2022-04-14 21:00:00,2022-04-14 21:00:00,16,,1036
913,845431,671735,2022-04-15,200,200,,,,,,,,2022-04-15 21:00:00,2022-04-15 21:00:00,23,,1036
914,845431,671735,2022-04-16,200,200,,,,,,,,2022-04-16 21:00:00,2022-04-16 21:00:00,23,,1036
915,845431,671735,2022-04-17,200,200,,,,,,,,2022-04-17 21:00:00,2022-04-17 21:00:00,17,,1036
916,845431,671735,2022-04-18,200,200,,,,,,,,2022-04-18 21:00:00,2022-04-18 21:00:00,21,,1036
917,845431,671735,2022-04-19,200,200,,,,,,,,2022-04-19 21:00:00,2022-04-19 21:00:00,82,,1036
918,845431,671735,2022-04-20,200,200,,,,,,,,2022-04-20 21:00:00,2022-04-20 21:00:00,13,,1036
919,845431,671735,2022-04-21,200,200,,,,,,,,2022-04-21 21:00:00,2022-04-21 21:00:00,14,,1036
920,845431,671735,2022-04-22,200,200,,,,,,,,2022-04-22 21:00:00,2022-04-22 21:00:00,84,,1036
921,845431,671735,2022-04-23,200,200,,,,,,,,2022-04-23 21:00:00,2022-04-23 21:00:00,15,,1036
922,845431,671735,2022-04-24,200,200,,,,,,,,2022-04-24 21:00:00,2022-04-24 21:00:00,25,,1036
923,845431,671735,2022-04-25,200,200,,,,,,,,2022-04-25 21:00:00,2022-04-25 21:00:00,45,,1036
924,845431,671735,2022-04-26,200,200,,,,,,,,2022-04-26 21:00:00,2022-04-26 21:00:00,84,,1036
925,845431,671735,2022-04-27,200,200,,,,,,,,2022-04-27 21:00:00,2022-04-27 21:00:00,98,,1036
926,845431,671735,2022-04-28,200,200,,,,,,,,2022-04-28 21:00:00,2022-04-28 21:00:00,22,,1036
927,845431,671735,2022-04-29,200,200,,,,,,,,2022-04-29 21:00:00,2022-04-29 21:00:00,16,,1036
928,845431,671735,2022-04-30,200,200,,,,,,,,2022-04-30 21:00:00,2022-04-30 21:00:00,20,,1036
929,845431,671735,2022-05-01,200,200,,,,,,,,2022-05-01 21:00:00,2022-05-01 21:00:00,13,,1036
930,845431,671735,2022-05-02,200,200,,,,,,,,2022-05-02 21:00:00,2022-05-02 21:00:00,31,,1036
931,845431,671735,2022-05-03,200,200,,,,,,,,2022-05-03 21:00:00,2022-05-03 21:00:00,30,,1036
932,845431,671735,2022-05-04,200,200,,,,,,,,2022-05-04 21:00:00,2022-05-04 21:00:00,21,,1036
933,845431,671735,2022-05-05,200,200,,,,,,,,2022-05-05 21:00:00,2022-05-05 21:00:00,26,,1036
934,845431,671735,2022-05-06,200,200,,,,,,,,2022-05-06 21:00:00,2022-05-06 21:00:00,29,,1036
935,845431,671735,2022-05-07,200,200,,,,,,,,2022-05-07 21:00:00,2022-05-07 21:00:00,27,,1036
936,845431,671735,2022-05-08,200,200,,,,,,,,2022-05-08 21:00:00,2022-05-08 21:00:00,59,,1036
937,845431,671735,2022-05-09,200,200,,,,,,,,2022-05-09 21:00:00,2022-05-09 21:00:00,60,,1036
938,845431,671735,2022-05-10,200,200,,,,,,,,2022-05-10 21:00:00,2022-05-10 21:00:00,59,,1036
939,845431,671735,2022-05-11,200,200,,,,,,,,2022-05-11 21:00:00,2022-05-11 21:00:00,60,,1036
940,845431,671735,2022-05-12,200,200,,,,,,,,2022-05-12 21:00:00,2022-05-12 21:00:00,98,,1036
941,845431,671735,2022-05-13,200,200,,,,,,,,2022-05-13 21:00:00,2022-05-13 21:00:00,11,,1036
942,845431,671735,2022-05-14,200,200,,,,,,,,2022-05-14 21:00:00,2022-05-14 21:00:00,26,,1036
943,845431,671735,2022-05-15,200,200,,,,,,,,2022-05-15 21:00:00,2022-05-15 21:00:00,0,,1036
944,845431,671735,2022-05-16,200,200,,,,,,,,2022-05-16 21:00:00,2022-05-16 21:00:00,13,,1036
945,845431,671735,2022-05-17,200,200,,,,,,,,2022-05-17 21:00:00,2022-05-17 21:00:00,45,,1036
946,845431,671735,2022-05-18,200,200,,,,,,,,2022-05-18 21:00:00,2022-05-18 21:00:00,99,,1036
947,845431,671735,2022-05-19,200,200,,,,,,,,2022-05-19 21:00:00,2022-05-19 21:00:00,98,,1036
948,845431,671735,2022-05-20,200,200,,,,,,,,2022-05-20 21:00:00,2022-05-20 21:00:00,20,,1036
949,845431,671735,2022-05-21,200,200,,,,,,,,2022-05-21 21:00:00,2022-05-21 21:00:00,64,,1036
950,845431,671735,2022-05-22,200,200,,,,,,,,2022-05-22 21:00:00,2022-05-22 21:00:00,15,,1036
951,845431,671735,2022-05-23,200,200,,,,,,,,2022-05-23 21:00:00,2022-05-23 21:00:00,21,,1036
952,845431,671735,2022-05-24,200,200,,,,,,,,2022-05-24 21:00:00,2022-05-24 21:00:00,13,,1036
953,845431,671735,2022-05-25,200,200,,,,,,,,2022-05-25 21:00:00,2022-05-25 21:00:00,43,,1036
954,845431,671735,2022-05-26,200,200,,,,,,,,2022-05-26 21:00:00,2022-05-26 21:00:00,13,,1036
955,845431,671735,2022-05-28,200,200,,,,,,,,2022-05-28 21:00:00,2022-05-28 21:00:00,30,,1036
956,845431,671735,2022-05-29,200,200,,,,,,,,2022-05-29 21:00:00,2022-05-29 21:00:00,28,,1036
957,845431,671735,2022-05-30,200,200,,,,,,,,2022-05-30 21:00:00,2022-05-30 21:00:00,30,,1036
958,845431,671735,2022-05-31,200,200,,,,,,,,2022-05-31 21:00:00,2022-05-31 21:00:00,98,,1036
959,845431,671735,2022-06-01,200,200,,,,,,,,2022-06-01 21:00:00,2022-06-01 21:00:00,16,,1036
960,845431,671735,2022-06-02,200,200,,,,,,,,2022-06-02 21:00:00,2022-06-02 21:00:00,49,,1036
961,845431,671735,2022-06-04,200,200,,,,,,,,2022-06-04 21:00:00,2022-06-04 21:00:00,45,,1036
962,845431,671735,2022-06-05,200,200,,,,,,,,2022-06-05 21:00:00,2022-06-05 21:00:00,20,,1036
963,845431,671735,2022-06-06,200,200,,,,,,,,2022-06-06 21:00:00,2022-06-06 21:00:00,16,,1036
964,845431,671735,2022-06-07,200,200,,,,,,,,2022-06-07 21:00:00,2022-06-07 21:00:00,28,,1036
965,848865,672060,2022-05-03,200,200,,,,,,,,2022-05-03 21:00:00,2022-05-03 21:00:00,60,,1036
966,848865,672060,2022-05-05,200,200,,,,,,,,2022-05-05 21:00:00,2022-05-05 21:00:00,11,,1036
967,848865,672060,2022-05-07,200,200,,,,,,,,2022-05-07 21:00:00,2022-05-07 21:00:00,27,,1036
968,848865,672060,2022-05-10,200,200,,,,,,,,2022-05-10 21:00:00,2022-05-10 21:00:00,30,,1036
969,848865,672060,2022-05-11,200,200,,,,,,,,2022-05-11 21:00:00,2022-05-11 21:00:00,13,,1036
970,848865,672060,2022-05-12,200,200,,,,,,,,2022-05-12 21:00:00,2022-05-12 21:00:00,16,,1036
971,848865,672060,2022-05-16,200,200,,,,,,,,2022-05-16 21:00:00,2022-05-16 21:00:00,62,,1036
972,848865,672060,2022-05-20,200,200,,,,,,,,2022-05-20 21:00:00,2022-05-20 21:00:00,59,,1036
973,848865,672060,2022-05-27,200,200,,,,,,,,2022-05-27 21:00:00,2022-05-27 21:00:00,14,,1036
974,848865,672060,2022-05-28,200,200,,,,,,,,2022-05-28 21:00:00,2022-05-28 21:00:00,21,,1036
975,848865,672060,2022-05-29,200,200,,,,,,,,2022-05-29 21:00:00,2022-05-29 21:00:00,64,,1036
976,848865,672060,2022-05-31,200,200,,,,,,,,2022-05-31 21:00:00,2022-05-31 21:00:00,22,,1036
977,848865,672060,2022-06-05,200,200,,,,,,,,2022-06-05 21:00:00,2022-06-05 21:00:00,62,,1036
978,848865,672060,2022-06-07,200,200,,,,,,,,2022-06-07 21:00:00,2022-06-07 21:00:00,42,,1036
979,848865,672060,2022-06-12,200,200,,,,,,,,2022-06-12 21:00:00,2022-06-12 21:00:00,27,,1036
980,848865,672060,2022-06-14,200,200,,,,,,,,2022-06-14 21:00:00,2022-06-14 21:00:00,29,,1036
981,848865,672060,2022-06-16,200,200,,,,,,,,2022-06-16 21:00:00,2022-06-16 21:00:00,14,,1036
982,848865,672060,2022-06-18,200,200,,,,,,,,2022-06-18 21:00:00,2022-06-18 21:00:00,31,,1036
983,848865,672060,2022-06-25,200,200,,,,,,,,2022-06-25 21:00:00,2022-06-25 21:00:00,17,,1036
984,848865,672060,2022-06-27,200,200,,,,,,,,2022-06-27 21:00:00,2022-06-27 21:00:00,30,,1036
985,848865,672060,2022-06-29,200,200,,,,,,,,2022-06-29 21:00:00,2022-06-29 21:00:00,16,,1036
986,848865,672060,2022-07-01,200,200,,,,,,,,2022-07-01 21:00:00,2022-07-01 21:00:00,64,,1036
987,848865,672060,2022-07-02,200,200,,,,,,,,2022-07-02 21:00:00,2022-07-02 21:00:00,32,,1036
988,848865,672060,2022-07-03,200,200,,,,,,,,2022-07-03 21:00:00,2022-07-03 21:00:00,62,,1036
989,848865,672060,2022-07-04,200,200,,,,,,,,2022-07-04 21:00:00,2022-07-04 21:00:00,31,,1036
990,848865,672060,2022-07-05,200,200,,,,,,,,2022-07-05 21:00:00,2022-07-05 21:00:00,18,,1036
991,835054,672960,2021-12-29,200,200,,,,,,,,2021-12-29 22:00:00,2021-12-29 22:00:00,32,,1036
992,835054,672960,2021-12-30,200,200,,,,,,,,2021-12-30 22:00:00,2021-12-30 22:00:00,94,,1036
993,835054,672960,2021-12-31,200,200,,,,,,,,2021-12-31 22:00:00,2021-12-31 22:00:00,20,,1036
994,835054,672960,2022-01-01,200,200,,,,,,,,2022-01-01 22:00:00,2022-01-01 22:00:00,28,,1036
995,835054,672960,2022-01-02,200,200,,,,,,,,2022-01-02 22:00:00,2022-01-02 22:00:00,21,,1036
996,835054,672960,2022-01-03,200,200,,,,,,,,2022-01-03 22:00:00,2022-01-03 22:00:00,20,,1036
997,835054,672960,2022-01-04,200,200,,,,,,,,2022-01-04 22:00:00,2022-01-04 22:00:00,82,,1036
998,835054,672960,2022-01-05,200,200,,,,,,,,2022-01-05 22:00:00,2022-01-05 22:00:00,44,,1036
999,835054,672960,2022-01-06,200,200,,,,,,,,2022-01-06 22:00:00,2022-01-06 22:00:00,98,,1036
1000,835054,672960,2022-01-07,200,200,,,,,,,,2022-01-07 22:00:00,2022-01-07 22:00:00,13,,1036
1001,835054,672960,2022-01-08,200,200,,,,,,,,2022-01-08 22:00:00,2022-01-08 22:00:00,32,,1036
1002,835054,672960,2022-01-09,200,200,,,,,,,,2022-01-09 22:00:00,2022-01-09 22:00:00,23,,1036
1003,835054,672960,2022-01-11,200,200,,,,,,,,2022-01-11 22:00:00,2022-01-11 22:00:00,18,,1036
1004,835054,672960,2022-01-12,200,200,,,,,,,,2022-01-12 22:00:00,2022-01-12 22:00:00,0,,1036
1005,835054,672960,2022-01-13,200,200,,,,,,,,2022-01-13 22:00:00,2022-01-13 22:00:00,98,,1036
1006,835054,672960,2022-01-14,200,200,,,,,,,,2022-01-14 22:00:00,2022-01-14 22:00:00,98,,1036
1007,835054,672960,2022-01-15,200,200,,,,,,,,2022-01-15 22:00:00,2022-01-15 22:00:00,98,,1036
1008,835054,672960,2022-01-17,200,200,,,,,,,,2022-01-17 22:00:00,2022-01-17 22:00:00,49,,1036
1009,835054,672960,2022-01-18,200,200,,,,,,,,2022-01-18 22:00:00,2022-01-18 22:00:00,42,,1036
1010,835054,672960,2022-01-19,200,200,,,,,,,,2022-01-19 22:00:00,2022-01-19 22:00:00,98,,1036
1011,835054,672960,2022-01-21,200,200,,,,,,,,2022-01-21 22:00:00,2022-01-21 22:00:00,25,,1036
1012,835054,672960,2022-01-22,200,200,,,,,,,,2022-01-22 22:00:00,2022-01-22 22:00:00,27,,1036
1013,835054,672960,2022-01-23,200,200,,,,,,,,2022-01-23 22:00:00,2022-01-23 22:00:00,99,,1036
1014,835054,672960,2022-01-24,200,200,,,,,,,,2022-01-24 22:00:00,2022-01-24 22:00:00,60,,1036
1015,835054,672960,2022-01-25,200,200,,,,,,,,2022-01-25 22:00:00,2022-01-25 22:00:00,60,,1036
1016,835054,672960,2022-01-26,200,200,,,,,,,,2022-01-26 22:00:00,2022-01-26 22:00:00,30,,1036
1017,835054,672960,2022-01-27,200,200,,,,,,,,2022-01-27 22:00:00,2022-01-27 22:00:00,27,,1036
1018,835054,672960,2022-01-28,200,200,,,,,,,,2022-01-28 22:00:00,2022-01-28 22:00:00,60,,1036
1019,835054,672960,2022-01-29,200,200,,,,,,,,2022-01-29 22:00:00,2022-01-29 22:00:00,25,,1036
1020,835054,672960,2022-01-30,200,200,,,,,,,,2022-01-30 22:00:00,2022-01-30 22:00:00,21,,1036
1021,835054,672960,2022-01-31,200,200,,,,,,,,2022-01-31 22:00:00,2022-01-31 22:00:00,11,,1036
1022,835054,672960,2022-02-01,200,200,,,,,,,,2022-02-01 22:00:00,2022-02-01 22:00:00,27,,1036
1023,835054,672960,2022-02-02,200,200,,,,,,,,2022-02-02 22:00:00,2022-02-02 22:00:00,11,,1036
1024,835054,672960,2022-02-03,200,200,,,,,,,,2022-02-03 22:00:00,2022-02-03 22:00:00,99,,1036
1025,835054,672960,2022-02-04,200,200,,,,,,,,2022-02-04 22:00:00,2022-02-04 22:00:00,25,,1036
1026,835054,672960,2022-02-05,200,200,,,,,,,,2022-02-05 22:00:00,2022-02-05 22:00:00,32,,1036
1027,835054,672960,2022-02-06,200,200,,,,,,,,2022-02-06 22:00:00,2022-02-06 22:00:00,22,,1036
1028,835054,672960,2022-02-07,200,200,,,,,,,,2022-02-07 22:00:00,2022-02-07 22:00:00,45,,1036
1029,835054,672960,2022-02-08,200,200,,,,,,,,2022-02-08 22:00:00,2022-02-08 22:00:00,14,,1036
1030,835054,672960,2022-02-09,200,200,,,,,,,,2022-02-09 22:00:00,2022-02-09 22:00:00,84,,1036
1031,835054,672960,2022-02-10,200,200,,,,,,,,2022-02-10 22:00:00,2022-02-10 22:00:00,23,,1036
1032,835054,672960,2022-02-11,200,200,,,,,,,,2022-02-11 22:00:00,2022-02-11 22:00:00,31,,1036
1033,835054,672960,2022-02-12,200,200,,,,,,,,2022-02-12 22:00:00,2022-02-12 22:00:00,59,,1036
1034,835054,672960,2022-02-13,200,200,,,,,,,,2022-02-13 22:00:00,2022-02-13 22:00:00,13,,1036
1035,835054,672960,2022-02-14,200,200,,,,,,,,2022-02-14 22:00:00,2022-02-14 22:00:00,23,,1036
1036,835054,672960,2022-02-15,200,200,,,,,,,,2022-02-15 22:00:00,2022-02-15 22:00:00,59,,1036
1037,835054,672960,2022-02-16,200,200,,,,,,,,2022-02-16 22:00:00,2022-02-16 22:00:00,73,,1036
1038,835054,672960,2022-02-17,200,200,,,,,,,,2022-02-17 22:00:00,2022-02-17 22:00:00,25,,1036
1039,835054,672960,2022-02-18,200,200,,,,,,,,2022-02-18 22:00:00,2022-02-18 22:00:00,31,,1036
1040,835054,672960,2022-02-19,200,200,,,,,,,,2022-02-19 22:00:00,2022-02-19 22:00:00,22,,1036
1041,835054,672960,2022-02-20,200,200,,,,,,,,2022-02-20 22:00:00,2022-02-20 22:00:00,99,,1036
1042,835054,672960,2022-02-21,200,200,,,,,,,,2022-02-21 22:00:00,2022-02-21 22:00:00,11,,1036
1043,835054,672960,2022-02-22,200,200,,,,,,,,2022-02-22 22:00:00,2022-02-22 22:00:00,60,,1036
1044,835054,672960,2022-02-23,200,200,,,,,,,,2022-02-23 22:00:00,2022-02-23 22:00:00,17,,1036
1045,835054,672960,2022-02-24,200,200,,,,,,,,2022-02-24 22:00:00,2022-02-24 22:00:00,21,,1036
1046,835054,672960,2022-02-25,200,200,,,,,,,,2022-02-25 22:00:00,2022-02-25 22:00:00,15,,1036
1047,835054,672960,2022-02-26,200,200,,,,,,,,2022-02-26 22:00:00,2022-02-26 22:00:00,59,,1036
1048,835054,672960,2022-02-27,200,200,,,,,,,,2022-02-27 22:00:00,2022-02-27 22:00:00,21,,1036
1049,835054,672960,2022-02-28,200,200,,,,,,,,2022-02-28 22:00:00,2022-02-28 22:00:00,44,,1036
1050,835054,672960,2022-03-02,200,200,,,,,,,,2022-03-02 22:00:00,2022-03-02 22:00:00,49,,1036
1051,835054,672960,2022-03-05,200,200,,,,,,,,2022-03-05 22:00:00,2022-03-05 22:00:00,44,,1036
1052,835054,672960,2022-03-06,200,200,,,,,,,,2022-03-06 22:00:00,2022-03-06 22:00:00,19,,1036
1053,835054,672960,2022-03-08,200,200,,,,,,,,2022-03-08 22:00:00,2022-03-08 22:00:00,0,,1036
1054,835054,672960,2022-03-09,200,200,,,,,,,,2022-03-09 22:00:00,2022-03-09 22:00:00,17,,1036
1055,835054,672960,2022-03-11,200,200,,,,,,,,2022-03-11 22:00:00,2022-03-11 22:00:00,14,,1036
1056,835054,672960,2022-03-12,200,200,,,,,,,,2022-03-12 22:00:00,2022-03-12 22:00:00,59,,1036
1057,835054,672960,2022-03-13,200,200,,,,,,,,2022-03-13 21:00:00,2022-03-13 21:00:00,17,,1036
1058,835054,672960,2022-03-15,200,200,,,,,,,,2022-03-15 21:00:00,2022-03-15 21:00:00,44,,1036
1059,835054,672960,2022-03-16,200,200,,,,,,,,2022-03-16 21:00:00,2022-03-16 21:00:00,59,,1036
1060,835054,672960,2022-03-17,200,200,,,,,,,,2022-03-17 21:00:00,2022-03-17 21:00:00,18,,1036
1061,835054,672960,2022-03-18,200,200,,,,,,,,2022-03-18 21:00:00,2022-03-18 21:00:00,45,,1036
1062,835054,672960,2022-03-19,200,200,,,,,,,,2022-03-19 21:00:00,2022-03-19 21:00:00,16,,1036
1063,835054,672960,2022-03-20,200,200,,,,,,,,2022-03-20 21:00:00,2022-03-20 21:00:00,29,,1036
1064,835054,672960,2022-03-22,200,200,,,,,,,,2022-03-22 21:00:00,2022-03-22 21:00:00,60,,1036
1065,835054,672960,2022-03-23,200,200,,,,,,,,2022-03-23 21:00:00,2022-03-23 21:00:00,0,,1036
1066,835054,672960,2022-03-24,200,200,,,,,,,,2022-03-24 21:00:00,2022-03-24 21:00:00,99,,1036
1067,835054,672960,2022-03-25,200,200,,,,,,,,2022-03-25 21:00:00,2022-03-25 21:00:00,28,,1036
1068,835054,672960,2022-03-26,200,200,,,,,,,,2022-03-26 21:00:00,2022-03-26 21:00:00,23,,1036
1069,835054,672960,2022-03-27,200,200,,,,,,,,2022-03-27 21:00:00,2022-03-27 21:00:00,42,,1036
1070,835054,672960,2022-03-28,200,200,,,,,,,,2022-03-28 21:00:00,2022-03-28 21:00:00,27,,1036
1071,835054,672960,2022-03-29,200,200,,,,,,,,2022-03-29 21:00:00,2022-03-29 21:00:00,84,,1036
1072,835054,672960,2022-04-01,200,200,,,,,,,,2022-04-01 21:00:00,2022-04-01 21:00:00,43,,1036
1073,835054,672960,2022-04-02,200,200,,,,,,,,2022-04-02 21:00:00,2022-04-02 21:00:00,22,,1036
1074,835054,672960,2022-04-03,200,200,,,,,,,,2022-04-03 21:00:00,2022-04-03 21:00:00,25,,1036
1075,835054,672960,2022-04-04,200,200,,,,,,,,2022-04-04 21:00:00,2022-04-04 21:00:00,13,,1036
1076,835054,672960,2022-04-05,200,200,,,,,,,,2022-04-05 21:00:00,2022-04-05 21:00:00,29,,1036
1077,846718,672960,2022-04-06,200,200,,,,,,,,2022-04-06 21:00:00,2022-04-06 21:00:00,43,,1036
1078,846718,672960,2022-04-07,200,200,,,,,,,,2022-04-07 21:00:00,2022-04-07 21:00:00,84,,1036
1079,846718,672960,2022-04-08,200,200,,,,,,,,2022-04-08 21:00:00,2022-04-08 21:00:00,21,,1036
1080,846718,672960,2022-04-09,200,200,,,,,,,,2022-04-09 21:00:00,2022-04-09 21:00:00,21,,1036
1081,846718,672960,2022-04-10,200,200,,,,,,,,2022-04-10 21:00:00,2022-04-10 21:00:00,73,,1036
1082,846718,672960,2022-04-11,200,200,,,,,,,,2022-04-11 21:00:00,2022-04-11 21:00:00,25,,1036
1083,846718,672960,2022-04-12,200,200,,,,,,,,2022-04-12 21:00:00,2022-04-12 21:00:00,0,,1036
1084,846718,672960,2022-04-13,200,200,,,,,,,,2022-04-13 21:00:00,2022-04-13 21:00:00,94,,1036
1085,846718,672960,2022-04-14,200,200,,,,,,,,2022-04-14 21:00:00,2022-04-14 21:00:00,49,,1036
1086,846718,672960,2022-04-15,200,200,,,,,,,,2022-04-15 21:00:00,2022-04-15 21:00:00,45,,1036
1087,846718,672960,2022-04-16,200,200,,,,,,,,2022-04-16 21:00:00,2022-04-16 21:00:00,30,,1036
1088,846718,672960,2022-04-17,200,200,,,,,,,,2022-04-17 21:00:00,2022-04-17 21:00:00,42,,1036
1089,846718,672960,2022-04-18,200,200,,,,,,,,2022-04-18 21:00:00,2022-04-18 21:00:00,84,,1036
1090,846718,672960,2022-04-20,200,200,,,,,,,,2022-04-20 21:00:00,2022-04-20 21:00:00,14,,1036
1091,846718,672960,2022-04-21,200,200,,,,,,,,2022-04-21 21:00:00,2022-04-21 21:00:00,19,,1036
1092,846718,672960,2022-04-22,200,200,,,,,,,,2022-04-22 21:00:00,2022-04-22 21:00:00,31,,1036
1093,846718,672960,2022-04-23,200,200,,,,,,,,2022-04-23 21:00:00,2022-04-23 21:00:00,99,,1036
1094,846718,672960,2022-04-24,200,200,,,,,,,,2022-04-24 21:00:00,2022-04-24 21:00:00,23,,1036
1095,846718,672960,2022-04-25,200,200,,,,,,,,2022-04-25 21:00:00,2022-04-25 21:00:00,98,,1036
1096,846718,672960,2022-04-26,200,200,,,,,,,,2022-04-26 21:00:00,2022-04-26 21:00:00,49,,1036
1097,846718,672960,2022-04-27,200,200,,,,,,,,2022-04-27 21:00:00,2022-04-27 21:00:00,18,,1036
1098,846718,672960,2022-04-28,200,200,,,,,,,,2022-04-28 21:00:00,2022-04-28 21:00:00,27,,1036
1099,846718,672960,2022-04-29,200,200,,,,,,,,2022-04-29 21:00:00,2022-04-29 21:00:00,18,,1036
1100,846718,672960,2022-04-30,200,200,,,,,,,,2022-04-30 21:00:00,2022-04-30 21:00:00,49,,1036
1101,846718,672960,2022-05-01,200,200,,,,,,,,2022-05-01 21:00:00,2022-05-01 21:00:00,26,,1036
1102,846718,672960,2022-05-02,200,200,,,,,,,,2022-05-02 21:00:00,2022-05-02 21:00:00,82,,1036
1103,846718,672960,2022-05-03,200,200,,,,,,,,2022-05-03 21:00:00,2022-05-03 21:00:00,16,,1036
1104,846718,672960,2022-05-04,200,200,,,,,,,,2022-05-04 21:00:00,2022-05-04 21:00:00,13,,1036
1105,846718,672960,2022-05-05,200,200,,,,,,,,2022-05-05 21:00:00,2022-05-05 21:00:00,99,,1036
1106,846718,672960,2022-05-07,200,200,,,,,,,,2022-05-07 21:00:00,2022-05-07 21:00:00,49,,1036
1107,846718,672960,2022-05-08,200,200,,,,,,,,2022-05-08 21:00:00,2022-05-08 21:00:00,27,,1036
1108,846718,672960,2022-05-09,200,200,,,,,,,,2022-05-09 21:00:00,2022-05-09 21:00:00,27,,1036
1109,846718,672960,2022-05-10,200,200,,,,,,,,2022-05-10 21:00:00,2022-05-10 21:00:00,44,,1036
1110,846718,672960,2022-05-11,200,200,,,,,,,,2022-05-11 21:00:00,2022-05-11 21:00:00,13,,1036
1111,846718,672960,2022-05-12,200,200,,,,,,,,2022-05-12 21:00:00,2022-05-12 21:00:00,20,,1036
1112,846718,672960,2022-05-13,200,200,,,,,,,,2022-05-13 21:00:00,2022-05-13 21:00:00,29,,1036
1113,846718,672960,2022-05-14,200,200,,,,,,,,2022-05-14 21:00:00,2022-05-14 21:00:00,14,,1036
1114,846718,672960,2022-05-15,200,200,,,,,,,,2022-05-15 21:00:00,2022-05-15 21:00:00,49,,1036
1115,846718,672960,2022-05-16,200,200,,,,,,,,2022-05-16 21:00:00,2022-05-16 21:00:00,59,,1036
1116,846718,672960,2022-05-17,200,200,,,,,,,,2022-05-17 21:00:00,2022-05-17 21:00:00,26,,1036
1117,846718,672960,2022-05-18,200,200,,,,,,,,2022-05-18 21:00:00,2022-05-18 21:00:00,44,,1036
1118,846718,672960,2022-05-19,200,200,,,,,,,,2022-05-19 21:00:00,2022-05-19 21:00:00,62,,1036
1119,846718,672960,2022-05-20,200,200,,,,,,,,2022-05-20 21:00:00,2022-05-20 21:00:00,49,,1036
