YouthEducationStatusID,EnrollmentID,PersonalID,InformationDate,CurrentSchoolAttend,MostRecentEdStatus,CurrentEdStatus,DataCollectionStage,DateCreated,DateUpdated,UserID,DateDeleted,ExportID
850156_1,850156,700637,2022-05-11,,,,1,2022-05-13 13:04:19,2022-07-11 08:43:26,30,,MERGED-ID
850156_3,850156,700637,2022-05-22,,,,3,2022-05-13 13:04:19,2022-07-11 08:43:26,30,,MERGED-ID
850256_1,850256,700676,2022-05-13,,,,1,2022-05-16 09:17:36,2022-05-16 09:29:23,27,,MERGED-ID
850256_3,850256,700676,2022-05-15,,,,3,2022-05-16 09:17:36,2022-05-16 09:29:23,27,,MERGED-ID
850265_1,850265,700683,2022-05-14,,,,1,2022-05-16 09:36:15,2022-07-10 07:10:03,30,,MERGED-ID
850265_3,850265,700683,2022-07-10,,,,3,2022-05-16 09:36:15,2022-07-10 07:10:03,30,,MERGED-ID
850295_1,850295,700706,2022-05-14,,,,1,2022-05-16 13:02:19,2022-05-16 13:12:12,27,,MERGED-ID
850295_3,850295,700706,2022-05-15,,,,3,2022-05-16 13:02:19,2022-05-16 13:12:12,27,,MERGED-ID
850307_3,850307,700717,2022-05-10,,,,3,2022-05-16 13:14:39,2022-07-11 08:38:44,30,,MERGED-ID
850307_1,850307,700717,2022-05-10,,,,1,2022-05-16 13:14:39,2022-07-11 08:38:44,30,,MERGED-ID
850927_1,850927,701021,2022-05-19,,,,1,2022-05-23 10:40:15,2022-07-27 11:03:52,27,,MERGED-ID
850927_3,850927,701021,2022-07-18,,,,3,2022-05-23 10:40:15,2022-07-27 11:03:52,27,,MERGED-ID
851050_3,851050,701085,2022-05-23,,,,3,2022-05-24 08:32:40,2022-05-24 08:43:18,27,,MERGED-ID
851050_1,851050,701085,2022-05-23,,,,1,2022-05-24 08:32:40,2022-05-24 08:43:18,27,,MERGED-ID
851121_1,851121,701114,2022-05-24,,,,1,2022-05-24 13:09:52,2022-05-27 08:43:37,27,,MERGED-ID
851121_3,851121,701114,2022-05-26,,,,3,2022-05-24 13:09:52,2022-05-27 08:43:37,27,,MERGED-ID
851409_1,851409,701268,2022-05-26,,,,1,2022-05-27 08:54:50,2022-06-20 10:32:04,30,,MERGED-ID
851409_3,851409,701268,2022-06-20,,,,3,2022-05-27 08:54:50,2022-06-20 10:32:04,30,,MERGED-ID
855557_1,855557,702280,2022-06-15,,,,1,2022-07-06 15:54:02,2022-07-15 15:04:48,27,,MERGED-ID
855557_3,855557,702280,2022-07-06,,,,3,2022-07-06 15:54:02,2022-07-15 15:04:48,27,,MERGED-ID
855905_1,855905,702280,2022-07-08,,,,1,2022-07-10 14:01:35,2022-07-15 15:44:13,27,,MERGED-ID
855905_3,855905,702280,2022-07-13,,,,3,2022-07-10 14:01:35,2022-07-15 15:44:13,27,,MERGED-ID
853500_1,853500,702287,2022-06-08,,,,1,2022-06-16 06:29:15,2022-06-16 06:41:28,30,,MERGED-ID
853500_3,853500,702287,2022-06-09,,,,3,2022-06-16 06:29:15,2022-06-16 06:41:28,30,,MERGED-ID
853501_1,853501,702294,2022-06-10,,,,1,2022-06-16 06:45:04,2022-07-11 08:32:06,30,,MERGED-ID
853501_3,853501,702294,2022-06-11,,,,3,2022-06-16 06:45:04,2022-07-11 08:32:06,30,,MERGED-ID
853521_1,853521,702298,2022-06-02,,,,1,2022-06-16 08:55:54,2022-06-16 09:07:25,30,,MERGED-ID
853521_3,853521,702298,2022-06-03,,,,3,2022-06-16 08:55:54,2022-06-16 09:07:25,30,,MERGED-ID
853575_1,853575,702333,2022-06-16,,,,1,2022-06-16 12:46:53,2022-07-15 14:44:18,27,,MERGED-ID
853575_3,853575,702333,2022-07-06,,,,3,2022-06-16 12:46:53,2022-07-15 14:44:18,27,,MERGED-ID
855904_1,855904,702333,2022-07-08,,,,1,2022-07-10 13:57:29,2022-07-15 14:41:48,27,,MERGED-ID
855904_3,855904,702333,2022-07-13,,,,3,2022-07-10 13:57:29,2022-07-15 14:41:48,27,,MERGED-ID
853615_1,853615,702349,2022-06-16,,,,1,2022-06-16 15:09:58,2022-06-22 11:01:45,30,,MERGED-ID
853615_3,853615,702349,2022-06-22,,,,3,2022-06-16 15:09:58,2022-06-22 11:01:45,30,,MERGED-ID
857533_1,857533,702349,2022-07-19,,,,1,2022-07-26 13:25:27,2022-08-02 16:12:45,27,,MERGED-ID
857533_3,857533,702349,2022-08-01,,,,3,2022-07-26 13:25:27,2022-08-02 16:12:45,27,,MERGED-ID
854098_1,854098,702645,2022-06-22,,,,1,2022-06-22 09:45:49,2022-07-26 11:41:41,27,,MERGED-ID
854098_3,854098,702645,2022-07-17,,,,3,2022-06-22 09:45:49,2022-07-26 11:41:41,27,,MERGED-ID
854127_1,854127,702663,2022-06-22,,,,1,2022-06-22 11:29:56,2022-06-22 11:29:56,30,,MERGED-ID
854453_1,854453,702858,2022-06-24,,,,1,2022-06-24 18:03:13,2022-07-29 11:57:56,27,,MERGED-ID
854453_3,854453,702858,2022-07-28,,,,3,2022-06-24 18:03:13,2022-07-29 11:57:56,27,,MERGED-ID
855273_1,855273,703370,2022-07-04,,,,1,2022-07-04 17:53:33,2022-07-10 07:04:11,30,,MERGED-ID
855273_3,855273,703370,2022-07-09,,,,3,2022-07-04 17:53:33,2022-07-10 07:04:11,30,,MERGED-ID
857525_1,857525,703370,2022-07-19,,,,1,2022-07-26 13:21:29,2022-07-29 11:53:49,27,,MERGED-ID
857525_3,857525,703370,2022-07-27,,,,3,2022-07-26 13:21:29,2022-07-29 11:53:49,27,,MERGED-ID
856181_1,856181,703941,2022-07-13,,,,1,2022-07-13 09:03:58,2022-07-26 11:53:06,27,,MERGED-ID
856181_3,856181,703941,2022-07-17,,,,3,2022-07-13 09:03:58,2022-07-26 11:53:06,27,,MERGED-ID
856498_1,856498,704126,2022-07-15,,,,1,2022-07-15 10:55:31,2022-07-15 10:55:31,27,,MERGED-ID
856555_1,856555,704173,2022-07-14,,,,1,2022-07-15 15:48:42,2022-07-15 16:13:48,27,,MERGED-ID
856555_3,856555,704173,2022-07-14,,,,3,2022-07-15 15:48:42,2022-07-15 16:13:48,27,,MERGED-ID
857513_1,857513,704730,2022-07-19,,,,1,2022-07-26 12:37:45,2022-07-26 12:55:32,27,,MERGED-ID
857513_3,857513,704730,2022-07-21,,,,3,2022-07-26 12:37:45,2022-07-26 12:55:32,27,,MERGED-ID
857545_1,857545,704739,2022-07-25,,,,1,2022-07-26 13:42:47,2022-07-26 13:42:47,27,,MERGED-ID
857733_1,857733,704863,2022-07-27,,,,1,2022-07-28 09:25:35,2022-07-28 09:33:22,27,,MERGED-ID
857733_3,857733,704863,2022-07-27,,,,3,2022-07-28 09:25:35,2022-07-28 09:33:22,27,,MERGED-ID
858128_1,858128,704863,2022-07-30,,,,1,2022-08-01 16:22:26,2022-08-01 16:22:26,27,,MERGED-ID
857837_1,857837,704931,2022-07-28,,,,1,2022-07-28 14:52:50,2022-07-29 12:01:19,27,,MERGED-ID
859166_1,859166,705364,2022-08-06,,,,1,2022-08-10 18:09:42,2022-08-10 18:09:42,27,,MERGED-ID
858569_1,858569,705367,2022-08-03,,,,1,2022-08-04 14:16:58,2022-08-04 14:29:05,27,,MERGED-ID
858569_3,858569,705367,2022-08-03,,,,3,2022-08-04 14:16:58,2022-08-04 14:29:05,27,,MERGED-ID
859165_1,859165,705786,2022-08-02,,,,1,2022-08-10 17:57:06,2022-08-10 18:07:42,27,,MERGED-ID
859165_3,859165,705786,2022-08-05,,,,3,2022-08-10 17:57:06,2022-08-10 18:07:42,27,,MERGED-ID
859167_1,859167,705787,2022-08-08,,,,1,2022-08-10 18:15:01,2022-08-10 18:15:01,27,,MERGED-ID
833157_1,833157,620079,2021-11-29,,,,1,2021-12-09 11:16:12,2022-08-29 15:43:38,26,,MERGED-ID
833157_3,833157,620079,2022-08-24,,,,3,2021-12-09 11:16:12,2022-08-29 15:43:38,26,,MERGED-ID
831351_1,831351,622880,2021-11-17,,,,1,2021-11-19 12:07:01,2021-11-19 12:07:01,14,,MERGED-ID
818728_1,818728,629419,2021-06-08,,,,1,2021-07-16 07:24:47,2021-12-09 10:44:09,26,,MERGED-ID
818728_3,818728,629419,2021-11-15,,,,3,2021-07-16 07:24:47,2021-12-09 10:44:09,26,,MERGED-ID
820905_1,820905,655104,2021-07-27,,,,1,2021-08-05 10:31:54,2022-05-24 12:02:41,26,,MERGED-ID
820905_3,820905,655104,2022-04-30,,,,3,2021-08-05 10:31:54,2022-05-24 12:02:41,26,,MERGED-ID
821264_1,821264,658877,2021-07-16,,,,1,2021-08-09 15:20:08,2022-03-08 09:49:53,14,,MERGED-ID
821264_3,821264,658877,2022-02-28,,,,3,2021-08-09 15:20:08,2022-03-08 09:49:53,14,,MERGED-ID
845207_1,845207,663418,2022-03-24,,,,1,2022-03-28 10:16:35,2022-09-01 10:43:00,26,,MERGED-ID
845207_3,845207,663418,2022-08-24,,,,3,2022-03-28 10:16:35,2022-09-01 10:43:00,26,,MERGED-ID
789593_1,789593,669464,2020-10-28,,,,1,2020-11-19 11:53:39,2021-12-23 12:38:07,26,,MERGED-ID
789593_3,789593,669464,2021-11-30,,,,3,2020-11-19 11:53:39,2021-12-23 12:38:07,26,,MERGED-ID
800667_1,800667,673197,2020-12-20,,,,1,2021-02-04 23:47:58,2021-12-23 12:17:54,26,,MERGED-ID
800667_3,800667,673197,2021-12-19,,,,3,2021-02-04 23:47:58,2021-12-23 12:17:54,26,,MERGED-ID
793440_1,793440,673233,2020-12-01,,,,1,2020-12-18 14:35:52,2022-01-04 10:41:32,14,,MERGED-ID
793440_3,793440,673233,2021-12-31,,,,3,2020-12-18 14:35:52,2022-01-04 10:41:32,14,,MERGED-ID
800671_1,800671,674576,2021-01-14,,,,1,2021-02-05 00:06:25,2021-12-23 12:26:00,26,,MERGED-ID
800671_3,800671,674576,2021-12-08,,,,3,2021-02-05 00:06:25,2021-12-23 12:26:00,26,,MERGED-ID
800666_1,800666,675211,2021-01-21,,,,1,2021-02-04 23:05:14,2022-02-01 09:17:33,14,,MERGED-ID
800666_3,800666,675211,2022-01-31,,,,3,2021-02-04 23:05:14,2022-02-01 09:17:33,14,,MERGED-ID
810197_1,810197,679777,2021-03-19,,,,1,2021-04-22 12:15:08,2022-04-06 11:46:33,26,,MERGED-ID
810197_3,810197,679777,2022-03-31,,,,3,2021-04-22 12:15:08,2022-04-06 11:46:33,26,,MERGED-ID
833162_1,833162,680090,2021-12-09,,,,1,2021-12-09 11:27:39,2022-06-06 17:23:03,26,,MERGED-ID
833162_3,833162,680090,2022-05-31,,,,3,2021-12-09 11:27:39,2022-06-06 17:23:03,26,,MERGED-ID
811538_1,811538,682032,2021-04-21,,,,1,2021-05-06 02:01:14,2022-01-04 10:39:30,14,,MERGED-ID
811538_3,811538,682032,2021-12-31,,,,3,2021-05-06 02:01:14,2022-01-04 10:39:30,14,,MERGED-ID
819396_1,819396,685933,2021-06-22,,,,1,2021-07-22 07:55:13,2022-04-06 12:44:23,26,,MERGED-ID
819396_3,819396,685933,2022-03-31,,,,3,2021-07-22 07:55:13,2022-04-06 12:44:23,26,,MERGED-ID
825669_1,825669,689093,2021-09-22,,,,1,2021-09-23 12:06:41,2022-07-22 09:03:42,14,,MERGED-ID
825669_3,825669,689093,2022-07-01,,,,3,2021-09-23 12:06:41,2022-07-22 09:03:42,14,,MERGED-ID
835770_1,835770,693116,2021-12-09,,,,1,2022-01-05 15:07:35,2022-06-06 17:15:43,26,,MERGED-ID
835770_3,835770,693116,2022-05-31,,,,3,2022-01-05 15:07:35,2022-06-06 17:15:43,26,,MERGED-ID
841354_1,841354,696592,2022-02-15,,,,1,2022-02-18 09:36:58,2022-02-18 09:36:58,14,,MERGED-ID
841367_1,841367,696594,2022-02-15,,,,1,2022-02-18 10:27:32,2022-04-07 14:24:39,14,,MERGED-ID
841367_3,841367,696594,2022-03-18,,,,3,2022-02-18 10:27:32,2022-04-07 14:24:39,14,,MERGED-ID
846791_1,846791,697579,2022-04-07,,,,1,2022-04-08 15:49:13,2022-07-05 09:59:17,14,,MERGED-ID
846791_3,846791,697579,2022-04-13,,,,3,2022-04-08 15:49:13,2022-07-05 09:59:17,14,,MERGED-ID
844917_1,844917,697689,2022-03-23,,,,1,2022-03-24 10:01:20,2022-07-29 11:27:47,26,,MERGED-ID
844917_3,844917,697689,2022-07-31,,,,3,2022-03-24 10:01:20,2022-07-29 11:27:47,26,,MERGED-ID
845735_1,845735,698435,2022-03-30,,,,1,2022-03-31 10:22:44,2022-07-29 10:15:05,26,,MERGED-ID
845735_3,845735,698435,2022-07-31,,,,3,2022-03-31 10:22:44,2022-07-29 10:15:05,26,,MERGED-ID
847941_1,847941,699404,2022-04-20,,,,1,2022-04-20 17:42:45,2022-09-01 10:47:13,26,,MERGED-ID
847941_3,847941,699404,2022-08-24,,,,3,2022-04-20 17:42:45,2022-09-01 10:47:13,26,,MERGED-ID
852741_1,852741,701303,2022-06-09,,,,1,2022-06-10 10:32:24,2022-06-10 10:32:24,26,,MERGED-ID
849079_1,849079,573738,2022-05-03,,,,1,2022-05-03 11:30:51,2022-06-14 13:20:57,26,,MERGED-ID
849079_3,849079,573738,2022-06-13,,,,3,2022-05-03 11:30:51,2022-06-14 13:20:57,26,,MERGED-ID
845249_1,845249,674682,2022-03-23,,,,1,2022-03-28 12:29:08,2022-09-12 12:01:15,26,,MERGED-ID
845249_3,845249,674682,2022-06-09,,,,3,2022-03-28 12:29:08,2022-09-12 12:01:15,26,,MERGED-ID
863792_1,863792,674682,2022-09-02,,,,1,2022-09-23 12:16:51,2022-09-23 12:16:51,26,,MERGED-ID
826732_1,826732,680487,2021-10-04,,,,1,2021-10-04 14:15:01,2021-10-04 14:15:01,26,,MERGED-ID
809131_1,809131,681240,2021-04-13,,,,1,2021-04-13 11:44:13,2021-10-05 09:40:34,26,,MERGED-ID
809131_3,809131,681240,2021-10-03,,,,3,2021-04-13 11:44:13,2021-10-05 09:40:34,26,,MERGED-ID
812220_1,812220,682485,2021-05-12,,,,1,2021-05-12 17:29:56,2022-09-09 09:25:57,27,,MERGED-ID
812220_3,812220,682485,2022-01-05,,,,3,2021-05-12 17:29:56,2022-09-09 09:25:57,27,,MERGED-ID
813509_1,813509,682731,2021-05-19,,,,1,2021-05-25 14:27:39,2022-09-09 12:41:01,27,,MERGED-ID
813509_3,813509,682731,2022-02-01,,,,3,2021-05-25 14:27:39,2022-09-09 12:41:01,27,,MERGED-ID
818445_1,818445,685496,2021-07-13,,,,1,2021-07-13 13:30:08,2022-01-19 10:05:31,29,,MERGED-ID
818445_3,818445,685496,2022-01-12,,,,3,2021-07-13 13:30:08,2022-01-19 10:05:31,29,,MERGED-ID
818455_1,818455,685506,2021-07-13,,,,1,2021-07-13 14:29:27,2022-09-09 12:17:07,27,,MERGED-ID
818455_3,818455,685506,2022-09-28,,,,3,2021-07-13 14:29:27,2022-09-09 12:17:07,27,,MERGED-ID
826879_1,826879,688880,2021-10-05,,,,1,2021-10-05 12:28:47,2021-11-08 11:47:09,29,,MERGED-ID
826879_3,826879,688880,2021-11-08,,,,3,2021-10-05 12:28:47,2021-11-08 11:47:09,29,,MERGED-ID
824840_1,824840,688885,2021-09-15,,,,1,2021-09-15 14:17:43,2022-01-05 09:57:37,26,,MERGED-ID
824840_3,824840,688885,2021-12-19,,,,3,2021-09-15 14:17:43,2022-01-05 09:57:37,26,,MERGED-ID
826534_1,826534,689253,2021-10-01,,,,1,2021-10-01 11:59:29,2021-10-01 11:59:29,29,,MERGED-ID
827944_1,827944,689606,2021-09-28,,,,1,2021-10-15 13:19:37,2022-09-12 12:22:14,26,,MERGED-ID
827944_3,827944,689606,2022-11-23,,,,3,2021-10-15 13:19:37,2022-09-12 12:22:14,26,,MERGED-ID
826989_1,826989,690101,2021-10-06,,,,1,2021-10-06 09:16:55,2022-09-12 12:45:40,26,,MERGED-ID
826989_3,826989,690101,2021-12-16,,,,3,2021-10-06 09:16:55,2022-09-12 12:45:40,26,,MERGED-ID
827038_1,827038,690113,2021-10-06,,,,1,2021-10-06 11:36:07,2022-09-09 10:53:05,26,,MERGED-ID
827038_3,827038,690113,2021-11-19,,,,3,2021-10-06 11:36:07,2022-09-09 10:53:05,26,,MERGED-ID
827061_1,827061,690120,2021-10-06,,,,1,2021-10-06 12:42:31,2022-09-09 12:32:12,27,,MERGED-ID
827061_3,827061,690120,2022-04-02,,,,3,2021-10-06 12:42:31,2022-09-09 12:32:12,27,,MERGED-ID
827341_1,827341,690239,2021-10-08,,,,1,2021-10-08 11:42:47,2022-01-25 13:28:38,29,,MERGED-ID
827341_3,827341,690239,2021-12-09,,,,3,2021-10-08 11:42:47,2022-01-25 13:28:38,29,,MERGED-ID
845062_1,845062,690365,2022-03-25,,,,1,2022-03-25 11:16:11,2022-04-22 11:30:48,29,,MERGED-ID
845062_3,845062,690365,2022-04-18,,,,3,2022-03-25 11:16:11,2022-04-22 11:30:48,29,,MERGED-ID
841850_1,841850,690791,2022-02-23,,,,1,2022-02-23 12:24:25,2022-09-21 12:02:12,29,,MERGED-ID
841850_3,841850,690791,2022-06-10,,,,3,2022-02-23 12:24:25,2022-09-21 12:02:12,29,,MERGED-ID
836190_1,836190,691717,2021-11-08,,,,1,2022-01-07 13:40:02,2022-01-25 13:36:58,29,,MERGED-ID
836190_3,836190,691717,2022-01-05,,,,3,2022-01-07 13:40:02,2022-01-25 13:36:58,29,,MERGED-ID
831519_1,831519,692469,2021-11-22,,,,1,2021-11-22 14:05:08,2022-09-09 12:48:29,27,,MERGED-ID
831519_3,831519,692469,2022-02-28,,,,3,2021-11-22 14:05:08,2022-09-09 12:48:29,27,,MERGED-ID
831532_1,831532,692474,2021-11-22,,,,1,2021-11-22 15:08:11,2022-09-09 09:55:57,29,,MERGED-ID
831532_3,831532,692474,2022-04-01,,,,3,2021-11-22 15:08:11,2022-09-09 09:55:57,29,,MERGED-ID
832204_1,832204,692852,2021-12-01,,,,1,2021-12-01 12:43:58,2022-01-25 11:00:08,29,,MERGED-ID
832204_3,832204,692852,2022-01-19,,,,3,2021-12-01 12:43:58,2022-01-25 11:00:08,29,,MERGED-ID
832937_1,832937,693157,2021-12-07,,,,1,2021-12-07 14:39:56,2022-01-25 11:31:35,29,,MERGED-ID
832937_3,832937,693157,2022-01-23,,,,3,2021-12-07 14:39:56,2022-01-25 11:31:35,29,,MERGED-ID
837517_1,837517,693265,2021-12-09,,,,1,2022-01-19 08:35:10,2022-09-21 11:55:52,29,,MERGED-ID
837517_3,837517,693265,2021-12-22,,,,3,2022-01-19 08:35:10,2022-09-21 11:55:52,29,,MERGED-ID
837518_1,837518,693652,2021-12-17,,,,1,2022-01-19 08:36:47,2022-05-11 13:21:38,29,,MERGED-ID
837518_3,837518,693652,2022-05-11,,,,3,2022-01-19 08:36:47,2022-05-11 13:21:38,29,,MERGED-ID
838517_1,838517,695510,2022-01-26,,,,1,2022-01-26 14:11:24,2022-09-09 09:48:35,29,,MERGED-ID
838517_3,838517,695510,2022-05-01,,,,3,2022-01-26 14:11:24,2022-09-09 09:48:35,29,,MERGED-ID
844267_1,844267,697805,2022-03-18,,,,1,2022-03-18 12:45:00,2022-03-18 12:45:00,26,,MERGED-ID
849532_1,849532,700280,2022-05-06,,,,1,2022-05-06 13:40:51,2022-06-10 11:37:13,30,,MERGED-ID
849532_3,849532,700280,2022-06-08,,,,3,2022-05-06 13:40:51,2022-06-10 11:37:13,30,,MERGED-ID
849622_1,849622,700337,2022-05-09,,,,1,2022-05-09 10:18:47,2022-07-26 13:51:44,30,,MERGED-ID
849622_3,849622,700337,2022-07-25,,,,3,2022-05-09 10:18:47,2022-07-26 13:51:44,30,,MERGED-ID
850006_1,850006,700558,2022-05-12,,,,1,2022-05-12 11:13:09,2022-06-22 09:42:10,30,,MERGED-ID
850006_3,850006,700558,2022-06-22,,,,3,2022-05-12 11:13:09,2022-06-22 09:42:10,30,,MERGED-ID
862105_1,862105,700558,2022-09-07,,,,1,2022-09-07 17:16:20,2022-09-07 17:16:20,30,,MERGED-ID
851251_1,851251,701183,2022-05-25,,,,1,2022-05-25 16:20:01,2022-06-21 16:01:49,30,,MERGED-ID
851251_3,851251,701183,2022-06-20,,,,3,2022-05-25 16:20:01,2022-06-21 16:01:49,30,,MERGED-ID
854595_1,854595,702903,2022-06-27,,,,1,2022-06-27 14:41:57,2022-09-21 09:09:44,29,,MERGED-ID
854595_3,854595,702903,2022-09-20,,,,3,2022-06-27 14:41:57,2022-09-21 09:09:44,29,,MERGED-ID
857758_1,857758,704868,2022-07-28,,,,1,2022-07-28 10:24:01,2022-09-09 10:10:45,30,,MERGED-ID
857758_3,857758,704868,2022-09-07,,,,3,2022-07-28 10:24:01,2022-09-09 10:10:45,30,,MERGED-ID
859413_1,859413,705921,2022-08-12,,,,1,2022-08-12 15:12:37,2022-08-12 15:12:37,30,,MERGED-ID
860241_1,860241,706394,2022-08-22,,,,1,2022-08-22 10:26:37,2022-08-22 10:26:37,29,,MERGED-ID
862303_1,862303,706439,2022-08-22,,,,1,2022-09-09 09:07:13,2022-09-23 10:53:11,29,,MERGED-ID
862303_3,862303,706439,2022-09-23,,,,3,2022-09-09 09:07:13,2022-09-23 10:53:11,29,,MERGED-ID
861032_1,861032,706823,2022-08-26,,,,1,2022-08-26 16:26:30,2022-08-26 16:26:30,26,,MERGED-ID
862262_1,862262,673322,2022-09-01,,,,1,2022-09-09 03:15:20,2022-09-09 03:15:20,29,,MERGED-ID
827309_1,827309,690224,2021-10-04,,,,1,2021-10-08 09:38:02,2021-11-12 12:09:53,29,,MERGED-ID
827309_3,827309,690224,2021-10-26,,,,3,2021-10-08 09:38:02,2021-11-12 12:09:53,29,,MERGED-ID
856998_1,856998,690692,2022-07-20,,,,1,2022-07-20 19:35:28,2022-09-09 01:18:26,29,,MERGED-ID
861197_1,861197,702393,2022-08-29,,,,1,2022-08-30 08:59:37,2022-08-30 09:49:52,29,,MERGED-ID
863852_1,863852,704279,2022-09-22,,,,1,2022-09-25 17:58:19,2022-09-25 17:58:19,29,,MERGED-ID
861274_1,861274,705780,2022-08-29,,,,1,2022-08-30 11:35:12,2022-08-30 11:35:12,29,,MERGED-ID
863848_1,863848,706611,2022-09-22,,,,1,2022-09-25 17:03:56,2022-09-25 17:03:56,29,,MERGED-ID
863217_1,863217,706743,2022-09-14,,,,1,2022-09-17 14:20:31,2022-09-17 14:20:31,29,,MERGED-ID
863218_1,863218,706810,2022-09-13,,,,1,2022-09-17 14:50:29,2022-09-17 14:50:29,29,,MERGED-ID
863219_1,863219,708122,2022-09-16,,,,1,2022-09-17 15:10:40,2022-09-17 15:10:40,29,,MERGED-ID
515513_1,515513,180330,2013-04-05,,,,1,2013-05-30 15:15:13,2013-05-30 15:15:13,13,,MERGED-ID
282691_1,282691,192240,2009-06-05,,,,1,2009-06-16 22:06:36,2022-05-31 13:42:02,24,,MERGED-ID
282691_3,282691,192240,2022-05-31,,,,3,2009-06-16 22:06:36,2022-05-31 13:42:02,24,,MERGED-ID
744467_1,744467,204466,2019-08-23,,,,1,2019-08-26 14:41:50,2019-08-26 14:41:50,17,,MERGED-ID
664254_1,664254,234723,2017-05-05,,,,1,2017-05-10 10:44:07,2020-01-27 14:17:20,17,,MERGED-ID
563089_1,563089,284892,2014-08-01,,,,1,2014-08-04 12:42:27,2014-08-04 12:42:27,17,,MERGED-ID
697941_1,697941,380734,2018-05-11,,,,1,2018-05-11 15:31:00,2021-12-01 08:49:09,24,,MERGED-ID
697941_3,697941,380734,2021-12-01,,,,3,2018-05-11 15:31:00,2021-12-01 08:49:09,24,,MERGED-ID
657822_1,657822,390794,2017-03-01,,,,1,2017-03-06 10:41:31,2017-03-06 10:41:31,17,,MERGED-ID
572924_1,572924,518044,2014-11-07,,,,1,2014-11-07 14:48:06,2021-12-14 17:42:52,24,,MERGED-ID
572924_3,572924,518044,2021-12-10,,,,3,2014-11-07 14:48:06,2021-12-14 17:42:52,24,,MERGED-ID
696931_1,696931,546485,2018-05-01,,,,1,2018-05-01 11:07:14,2020-01-27 14:24:50,23,,MERGED-ID
817605_1,817605,595610,2021-07-01,,,,1,2021-07-06 08:48:51,2021-07-06 08:48:51,22,,MERGED-ID
706248_1,706248,597760,2018-08-13,,,,1,2018-08-14 08:36:08,2020-01-27 14:20:20,23,,MERGED-ID
696906_1,696906,601318,2018-05-01,,,,1,2018-05-01 09:53:15,2020-01-27 14:18:10,23,,MERGED-ID
715398_1,715398,610839,2018-11-15,,,,1,2018-11-15 16:57:35,2020-01-27 14:21:40,23,,MERGED-ID
815130_1,815130,613884,2021-06-11,,,,1,2021-06-11 14:09:06,2021-06-11 14:09:06,22,,MERGED-ID
861814_1,861814,615537,2022-09-02,,,,1,2022-09-05 19:07:03,2022-09-05 19:07:03,24,,MERGED-ID
822524_1,822524,615858,2021-08-20,,,,1,2021-08-23 14:29:37,2021-08-23 14:29:37,24,,MERGED-ID
696315_1,696315,620018,2018-04-23,,,,1,2018-04-24 08:04:47,2020-01-27 14:24:17,23,,MERGED-ID
706031_1,706031,628520,2018-08-07,,,,1,2018-08-10 09:03:33,2018-08-10 09:03:33,24,,MERGED-ID
823047_1,823047,638009,2021-08-26,,,,1,2021-08-27 10:40:03,2021-08-27 10:40:03,24,,MERGED-ID
822362_1,822362,640895,2021-08-20,,,,1,2021-08-20 13:05:50,2021-08-20 13:05:50,24,,MERGED-ID
819780_1,819780,641700,2021-07-26,,,,1,2021-07-26 13:44:35,2022-04-15 13:19:49,28,,MERGED-ID
819780_3,819780,641700,2022-04-15,,,,3,2021-07-26 13:44:35,2022-04-15 13:19:49,28,,MERGED-ID
835269_1,835269,644272,2021-12-30,,,,1,2021-12-30 18:06:26,2021-12-30 18:06:26,24,,MERGED-ID
858042_1,858042,644550,2022-07-26,,,,1,2022-08-01 10:03:16,2022-08-01 10:03:16,24,,MERGED-ID
814716_1,814716,644689,2021-06-08,,,,1,2021-06-08 09:23:20,2022-07-26 10:57:33,22,,MERGED-ID
814716_3,814716,644689,2022-05-06,,,,3,2021-06-08 09:23:20,2022-07-26 10:57:33,22,,MERGED-ID
827370_1,827370,644984,2021-10-08,,,,1,2021-10-08 15:06:57,2021-10-08 15:06:57,24,,MERGED-ID
739916_1,739916,646440,2019-07-12,,,,1,2019-07-12 14:56:05,2020-01-27 14:25:42,23,,MERGED-ID
851119_1,851119,667674,2022-05-24,,,,1,2022-05-24 12:38:42,2022-05-24 12:39:45,28,,MERGED-ID
844915_1,844915,676970,2022-03-24,,,,1,2022-03-24 09:58:11,2022-04-05 11:13:23,24,,MERGED-ID
790756_1,790756,219085,2020-12-01,,,,1,2020-12-01 09:34:26,2021-12-30 10:03:54,23,,MERGED-ID
790756_3,790756,219085,2021-12-31,,,,3,2020-12-01 09:34:26,2021-12-30 10:03:54,23,,MERGED-ID
789728_1,789728,399133,2020-11-18,,,,1,2020-11-20 10:40:11,2021-11-16 14:15:54,23,,MERGED-ID
789728_3,789728,399133,2021-11-16,,,,3,2020-11-20 10:40:11,2021-11-16 14:15:54,23,,MERGED-ID
790753_1,790753,584910,2020-12-01,,,,1,2020-12-01 09:17:28,2022-06-29 15:11:47,23,,MERGED-ID
790753_3,790753,584910,2022-01-31,,,,3,2020-12-01 09:17:28,2022-06-29 15:11:47,23,,MERGED-ID
855040_1,855040,600279,2022-06-29,,,,1,2022-06-30 08:40:04,2022-06-30 08:40:04,23,,MERGED-ID
858989_1,858989,605773,2022-08-09,,,,1,2022-08-09 14:38:08,2022-08-09 14:38:08,23,,MERGED-ID
786348_1,786348,622346,2020-10-21,,,,1,2020-10-22 10:17:20,2021-11-01 10:23:19,23,,MERGED-ID
