"AssessmentQuestionID","AssessmentID","EnrollmentID","PersonalID","AssessmentQuestionGroup","AssessmentQuestionOrder","AssessmentQuestion","AssessmentAnswer","DateCreated","DateUpdated","UserID","DateDeleted","ExportID"
124098_198630_14,124098_198630,198630,114450,,14,c_pathways_adult_couple_coordination_matching,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_15,124098_198630,198630,114450,,15,c_additional_household_members_coordination_warehouseID,,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_16,124098_198630,198630,114450,,16,c_singleadult_sro,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_17,124098_198630,198630,114450,,17,c_larger_room_size,5,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_18,124098_198630,198630,114450,,18,c_disability_accomodations,5,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_19,124098_198630,198630,114450,,19,c_interested_rrh,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_20,124098_198630,198630,114450,,20,c_pathways_barriers_yn,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_21,124098_198630,198630,114450,,21,c_pathways_barrier_meth,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_22,124098_198630,198630,114450,,22,c_pathways_barrier_PHAterm,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_23,124098_198630,198630,114450,,23,c_pathways_barrier_SORI,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_24,124098_198630,198630,114450,,24,c_pathways_barriers_other,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_25,124098_198630,198630,114450,,25,c_pathways_service_indicators,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_26,124098_198630,198630,114450,,26,c_pathways_service_indicators_shelter_restriction,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_27,124098_198630,198630,114450,,27,c_pathways_service_indicators_dangerous_weather,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_28,124098_198630,198630,114450,,28,c_pathways_service_indicators_Bostonhomeless_10years,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_29,124098_198630,198630,114450,,29,c_pathways_service_indicators_legal,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_30,124098_198630,198630,114450,,30,c_pathways_service_indicators_HUES,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_31,124098_198630,198630,114450,,31,c_pathways_service_indicators_highrisk_exploitative,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_32,124098_198630,198630,114450,,32,c_pathways_service_indicators_shelter_recidivism,1,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_33,124098_198630,198630,114450,,33,c_pathways_service_indicators_medical,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_34,124098_198630,198630,114450,,34,c_pathways_service_indicators_Sectioned,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_35,124098_198630,198630,114450,,35,c_pathways_first_date_homeless,2005-01-01,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_36,124098_198630,198630,114450,,36,c_boston_homeless_nights_sheltered_wiw,200,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_37,124098_198630,198630,114450,,37,c_add_boston_nights_sheltered_pathways,899,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_38,124098_198630,198630,114450,,38,c_boston_homeless_nights_outside_wiw,400,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_39,124098_198630,198630,114450,,39,c_add_boston_nights_outside_pathways,370,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_40,124098_198630,198630,114450,,40,c_pathways_nights_sheltered_warehouse_added_total,500,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_41,124098_198630,198630,114450,,41,c_pathways_nights_unsheltered_warehouse_added_total,500,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_42,124098_198630,198630,114450,,42,c_new_boston_homeless_nights_total,1000,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_43,124098_198630,198630,114450,,43,c_pathways_paper_Y_N,0,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_44,124098_198630,198630,114450,,44,c_pathways_paper_assessor_name,,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
124098_198630_45,124098_198630,198630,114450,,45,c_pathways_paper_date,,2025-02-05 10:51:21,2025-02-05 10:51:21,899,,8251
95312_198632_1,95312_198632,198632,106871,,1,assessment_date,2024-02-13,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_2,95312_198632,198632,106871,,2,assessment_location,20,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_3,95312_198632,198632,106871,,3,assessment_type,3,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_4,95312_198632,198632,106871,,4,assessment_level,2,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_5,95312_198632,198632,106871,,5,c_housing_assessment_name,3,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_6,95312_198632,198632,106871,,6,c_pathways_assessing_agency,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_7,95312_198632,198632,106871,,7,c_share_permission,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_8,95312_198632,198632,106871,,8,c_casemanager_contacts,No,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_9,95312_198632,198632,106871,,9,c_hang_outs_day,JRI,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_10,95312_198632,198632,106871,,10,c_hang_outs_night,BOTW,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_11,95312_198632,198632,106871,,11,c_other_method_contacts,find me,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_12,95312_198632,198632,106871,,12,c_pathways_Household_size,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_13,95312_198632,198632,106871,,13,c_pathway_pregnant_parentingchild,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_14,95312_198632,198632,106871,,14,c_pathways_adult_couple_coordination_matching,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_15,95312_198632,198632,106871,,15,c_additional_household_members_coordination_warehouseID,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_16,95312_198632,198632,106871,,16,c_singleadult_sro,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_17,95312_198632,198632,106871,,17,c_larger_room_size,2,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_18,95312_198632,198632,106871,,18,c_disability_accomodations,4,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_19,95312_198632,198632,106871,,19,c_interested_rrh,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_20,95312_198632,198632,106871,,20,c_pathways_barriers_yn,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_21,95312_198632,198632,106871,,21,c_pathways_barrier_meth,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_22,95312_198632,198632,106871,,22,c_pathways_barrier_PHAterm,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_23,95312_198632,198632,106871,,23,c_pathways_barrier_SORI,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_24,95312_198632,198632,106871,,24,c_pathways_barriers_other,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_25,95312_198632,198632,106871,,25,c_pathways_service_indicators,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_26,95312_198632,198632,106871,,26,c_pathways_service_indicators_shelter_restriction,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_27,95312_198632,198632,106871,,27,c_pathways_service_indicators_dangerous_weather,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_28,95312_198632,198632,106871,,28,c_pathways_service_indicators_Bostonhomeless_10years,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_29,95312_198632,198632,106871,,29,c_pathways_service_indicators_legal,1,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_30,95312_198632,198632,106871,,30,c_pathways_service_indicators_HUES,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_31,95312_198632,198632,106871,,31,c_pathways_service_indicators_highrisk_exploitative,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_32,95312_198632,198632,106871,,32,c_pathways_service_indicators_shelter_recidivism,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_33,95312_198632,198632,106871,,33,c_pathways_service_indicators_medical,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_34,95312_198632,198632,106871,,34,c_pathways_service_indicators_Sectioned,0,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_35,95312_198632,198632,106871,,35,c_pathways_first_date_homeless,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_36,95312_198632,198632,106871,,36,c_boston_homeless_nights_sheltered_wiw,550,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_37,95312_198632,198632,106871,,37,c_add_boston_nights_sheltered_pathways,670,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_38,95312_198632,198632,106871,,38,c_boston_homeless_nights_outside_wiw,25,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_39,95312_198632,198632,106871,,39,c_add_boston_nights_outside_pathways,100,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_40,95312_198632,198632,106871,,40,c_pathways_nights_sheltered_warehouse_added_total,1220,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_41,95312_198632,198632,106871,,41,c_pathways_nights_unsheltered_warehouse_added_total,125,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_42,95312_198632,198632,106871,,42,c_new_boston_homeless_nights_total,1345,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_43,95312_198632,198632,106871,,43,c_pathways_paper_Y_N,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_44,95312_198632,198632,106871,,44,c_pathways_paper_assessor_name,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
95312_198632_45,95312_198632,198632,106871,,45,c_pathways_paper_date,,2024-02-13 18:14:20,2024-02-13 18:14:20,899,,8251
120795_198630_1,120795_198630,198630,114450,,1,assessment_date,2024-12-27,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_2,120795_198630,198630,114450,,2,assessment_location,3,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_3,120795_198630,198630,114450,,3,assessment_type,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_4,120795_198630,198630,114450,,4,assessment_level,2,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_5,120795_198630,198630,114450,,5,c_housing_assessment_name,3,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_6,120795_198630,198630,114450,,6,c_pathways_assessing_agency,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_7,120795_198630,198630,114450,,7,c_share_permission,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_8,120795_198630,198630,114450,,8,c_casemanager_contacts,P Smith,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_9,120795_198630,198630,114450,,9,c_hang_outs_day,No,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_10,120795_198630,198630,114450,,10,c_hang_outs_night,HP,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_11,120795_198630,198630,114450,,11,c_other_method_contacts,No,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_12,120795_198630,198630,114450,,12,c_pathways_Household_size,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_13,120795_198630,198630,114450,,13,c_pathway_pregnant_parentingchild,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_14,120795_198630,198630,114450,,14,c_pathways_adult_couple_coordination_matching,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_15,120795_198630,198630,114450,,15,c_additional_household_members_coordination_warehouseID,,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_16,120795_198630,198630,114450,,16,c_singleadult_sro,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_17,120795_198630,198630,114450,,17,c_larger_room_size,5,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_18,120795_198630,198630,114450,,18,c_disability_accomodations,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_19,120795_198630,198630,114450,,19,c_interested_rrh,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_20,120795_198630,198630,114450,,20,c_pathways_barriers_yn,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_21,120795_198630,198630,114450,,21,c_pathways_barrier_meth,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_22,120795_198630,198630,114450,,22,c_pathways_barrier_PHAterm,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_23,120795_198630,198630,114450,,23,c_pathways_barrier_SORI,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_24,120795_198630,198630,114450,,24,c_pathways_barriers_other,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_25,120795_198630,198630,114450,,25,c_pathways_service_indicators,1,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_26,120795_198630,198630,114450,,26,c_pathways_service_indicators_shelter_restriction,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_27,120795_198630,198630,114450,,27,c_pathways_service_indicators_dangerous_weather,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_28,120795_198630,198630,114450,,28,c_pathways_service_indicators_Bostonhomeless_10years,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_29,120795_198630,198630,114450,,29,c_pathways_service_indicators_legal,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_30,120795_198630,198630,114450,,30,c_pathways_service_indicators_HUES,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_31,120795_198630,198630,114450,,31,c_pathways_service_indicators_highrisk_exploitative,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_32,120795_198630,198630,114450,,32,c_pathways_service_indicators_shelter_recidivism,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_33,120795_198630,198630,114450,,33,c_pathways_service_indicators_medical,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_34,120795_198630,198630,114450,,34,c_pathways_service_indicators_Sectioned,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_35,120795_198630,198630,114450,,35,c_pathways_first_date_homeless,2007-02-01,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_36,120795_198630,198630,114450,,36,c_boston_homeless_nights_sheltered_wiw,200,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_37,120795_198630,198630,114450,,37,c_add_boston_nights_sheltered_pathways,600,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_38,120795_198630,198630,114450,,38,c_boston_homeless_nights_outside_wiw,899,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_39,120795_198630,198630,114450,,39,c_add_boston_nights_outside_pathways,370,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_40,120795_198630,198630,114450,,40,c_pathways_nights_sheltered_warehouse_added_total,800,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_41,120795_198630,198630,114450,,41,c_pathways_nights_unsheltered_warehouse_added_total,200,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_42,120795_198630,198630,114450,,42,c_new_boston_homeless_nights_total,1000,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_43,120795_198630,198630,114450,,43,c_pathways_paper_Y_N,0,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_44,120795_198630,198630,114450,,44,c_pathways_paper_assessor_name,,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
120795_198630_45,120795_198630,198630,114450,,45,c_pathways_paper_date,,2024-12-27 17:16:45,2024-12-27 17:16:45,899,,8251
95309_198621_1,95309_198621,198621,107418,,1,assessment_date,2024-02-13,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_2,95309_198621,198621,107418,,2,assessment_location,3,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_3,95309_198621,198621,107418,,3,assessment_type,3,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_4,95309_198621,198621,107418,,4,assessment_level,2,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_5,95309_198621,198621,107418,,5,c_housing_assessment_name,3,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_6,95309_198621,198621,107418,,6,c_pathways_assessing_agency,8,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_7,95309_198621,198621,107418,,7,c_share_permission,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_8,95309_198621,198621,107418,,8,c_casemanager_contacts,HP,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_9,95309_198621,198621,107418,,9,c_hang_outs_day,C Street,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_10,95309_198621,198621,107418,,10,c_hang_outs_night,House,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_11,95309_198621,198621,107418,,11,c_other_method_contacts,No,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_12,95309_198621,198621,107418,,12,c_pathways_Household_size,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_13,95309_198621,198621,107418,,13,c_pathway_pregnant_parentingchild,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_14,95309_198621,198621,107418,,14,c_pathways_adult_couple_coordination_matching,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_15,95309_198621,198621,107418,,15,c_additional_household_members_coordination_warehouseID,,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_16,95309_198621,198621,107418,,16,c_singleadult_sro,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_17,95309_198621,198621,107418,,17,c_larger_room_size,5,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_18,95309_198621,198621,107418,,18,c_disability_accomodations,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_19,95309_198621,198621,107418,,19,c_interested_rrh,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_20,95309_198621,198621,107418,,20,c_pathways_barriers_yn,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_21,95309_198621,198621,107418,,21,c_pathways_barrier_meth,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_22,95309_198621,198621,107418,,22,c_pathways_barrier_PHAterm,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_23,95309_198621,198621,107418,,23,c_pathways_barrier_SORI,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_24,95309_198621,198621,107418,,24,c_pathways_barriers_other,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_25,95309_198621,198621,107418,,25,c_pathways_service_indicators,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_26,95309_198621,198621,107418,,26,c_pathways_service_indicators_shelter_restriction,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_27,95309_198621,198621,107418,,27,c_pathways_service_indicators_dangerous_weather,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_28,95309_198621,198621,107418,,28,c_pathways_service_indicators_Bostonhomeless_10years,1,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_29,95309_198621,198621,107418,,29,c_pathways_service_indicators_legal,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_30,95309_198621,198621,107418,,30,c_pathways_service_indicators_HUES,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_31,95309_198621,198621,107418,,31,c_pathways_service_indicators_highrisk_exploitative,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_32,95309_198621,198621,107418,,32,c_pathways_service_indicators_shelter_recidivism,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_33,95309_198621,198621,107418,,33,c_pathways_service_indicators_medical,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_34,95309_198621,198621,107418,,34,c_pathways_service_indicators_Sectioned,0,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_35,95309_198621,198621,107418,,35,c_pathways_first_date_homeless,,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_36,95309_198621,198621,107418,,36,c_boston_homeless_nights_sheltered_wiw,250,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_37,95309_198621,198621,107418,,37,c_add_boston_nights_sheltered_pathways,100,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_38,95309_198621,198621,107418,,38,c_boston_homeless_nights_outside_wiw,350,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_39,95309_198621,198621,107418,,39,c_add_boston_nights_outside_pathways,350,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_40,95309_198621,198621,107418,,40,c_pathways_nights_sheltered_warehouse_added_total,350,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_41,95309_198621,198621,107418,,41,c_pathways_nights_unsheltered_warehouse_added_total,700,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_42,95309_198621,198621,107418,,42,c_new_boston_homeless_nights_total,1050,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_43,95309_198621,198621,107418,,43,c_pathways_paper_Y_N,,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_44,95309_198621,198621,107418,,44,c_pathways_paper_assessor_name,,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
95309_198621_45,95309_198621,198621,107418,,45,c_pathways_paper_date,,2024-02-13 17:51:28,2024-02-13 17:51:28,899,,8251
120796_198633_1,120796_198633,198633,106926,,1,assessment_date,2024-12-27,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_2,120796_198633,198633,106926,,2,assessment_location,6,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_3,120796_198633,198633,106926,,3,assessment_type,3,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_4,120796_198633,198633,106926,,4,assessment_level,2,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_5,120796_198633,198633,106926,,5,c_housing_assessment_name,3,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_6,120796_198633,198633,106926,,6,c_pathways_assessing_agency,5,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_7,120796_198633,198633,106926,,7,c_share_permission,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_8,120796_198633,198633,106926,,8,c_casemanager_contacts,S Paul,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_9,120796_198633,198633,106926,,9,c_hang_outs_day,Maybe,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_10,120796_198633,198633,106926,,10,c_hang_outs_night,Inn,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_11,120796_198633,198633,106926,,11,c_other_method_contacts,Not sure,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_12,120796_198633,198633,106926,,12,c_pathways_Household_size,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_13,120796_198633,198633,106926,,13,c_pathway_pregnant_parentingchild,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_14,120796_198633,198633,106926,,14,c_pathways_adult_couple_coordination_matching,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_15,120796_198633,198633,106926,,15,c_additional_household_members_coordination_warehouseID,,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_16,120796_198633,198633,106926,,16,c_singleadult_sro,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_17,120796_198633,198633,106926,,17,c_larger_room_size,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_18,120796_198633,198633,106926,,18,c_disability_accomodations,4,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_19,120796_198633,198633,106926,,19,c_interested_rrh,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_20,120796_198633,198633,106926,,20,c_pathways_barriers_yn,1,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_21,120796_198633,198633,106926,,21,c_pathways_barrier_meth,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_22,120796_198633,198633,106926,,22,c_pathways_barrier_PHAterm,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_23,120796_198633,198633,106926,,23,c_pathways_barrier_SORI,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_24,120796_198633,198633,106926,,24,c_pathways_barriers_other,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_25,120796_198633,198633,106926,,25,c_pathways_service_indicators,0,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_26,120796_198633,198633,106926,,26,c_pathways_service_indicators_shelter_restriction,,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
120796_198633_27,120796_198633,198633,106926,,27,c_pathways_service_indicators_dangerous_weather,,2024-12-27 17:20:18,2024-12-27 17:20:18,899,,8251
