RowTotal,Cohort,Stat,ExitFrom,ExitTo,ReturnTime,HHType,HHVet,HHChronic,HHDisability,HHFleeingDV,HoHRaceEthnicity,HHAdultAge,HHParent,AC3Plus,SystemPath,ReportID
1,-2,1,2,422,-1,1,0,0,1,0,3,55,0,0,1,310050732
2,-2,1,2,422,-1,1,0,0,1,0,5,18,0,0,1,310050732
10,-2,1,2,422,-1,1,0,0,1,0,5,25,0,0,1,310050732
3,-2,1,2,422,-1,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,422,-1,1,0,0,1,1,3,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,0,1,2,3,25,0,0,1,310050732
2,-2,1,2,422,-1,1,0,0,1,2,3,55,0,0,1,310050732
7,-2,1,2,422,-1,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,0,1,2,5,55,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,0,3,25,0,0,1,310050732
2,-2,1,2,422,-1,1,0,1,1,0,3,55,0,0,1,310050732
3,-2,1,2,422,-1,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,1,1,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,1,3,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,1,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,1,1,2,3,25,0,0,1,310050732
2,-2,1,2,422,-1,1,0,1,1,2,56,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,4,0,0,5,24,0,0,1,310050732
2,-2,1,2,422,-1,1,0,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,4,0,0,98,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,4,0,1,56,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,4,0,2,1,25,0,0,1,310050732
1,-2,1,2,422,-1,1,0,4,0,2,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,1,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,422,-1,1,1,0,1,1,5,25,0,0,1,310050732
1,-2,1,2,422,-1,1,1,0,1,1,5,55,0,0,1,310050732
3,-2,1,2,422,-1,2,0,0,0,0,3,25,1,0,1,310050732
2,-2,1,2,422,-1,2,0,0,0,0,5,25,1,0,1,310050732
1,-2,1,2,422,-1,2,0,0,0,1,1,25,1,1,1,310050732
2,-2,1,2,422,-1,2,0,0,0,1,3,24,1,0,1,310050732
2,-2,1,2,422,-1,2,0,0,0,1,3,25,1,0,1,310050732
1,-2,1,2,422,-1,2,0,0,0,1,3,25,1,1,1,310050732
2,-2,1,2,422,-1,2,0,0,0,1,5,25,1,0,1,310050732
1,-2,1,2,422,-1,2,0,0,0,1,5,25,1,1,1,310050732
2,-2,1,2,422,-1,2,0,0,0,2,3,25,1,1,1,310050732
1,-2,1,2,422,-1,2,0,0,0,2,5,18,1,0,1,310050732
1,-2,1,2,422,-1,2,0,0,1,0,3,25,1,1,1,310050732
1,-2,1,2,422,-1,2,0,0,1,0,16,25,1,1,1,310050732
1,-2,1,2,422,-1,2,0,0,1,0,35,25,1,0,1,310050732
1,-2,1,2,422,-1,2,0,0,1,1,36,25,1,1,1,310050732
1,-2,1,2,422,-1,2,0,0,1,2,3,25,1,1,1,310050732
1,-2,1,2,422,-1,2,0,4,1,1,5,25,1,0,1,310050732
1,-2,1,2,422,-1,2,1,0,1,2,5,25,1,0,1,310050732
6,-2,1,2,422,-1,3,0,0,0,0,3,-1,0,0,1,310050732
5,-2,1,2,422,-1,3,0,0,0,0,5,-1,0,0,1,310050732
1,-2,1,2,422,-1,3,0,0,1,0,1,-1,0,0,1,310050732
5,-2,1,2,422,-1,3,0,0,1,0,3,-1,0,0,1,310050732
25,-2,1,2,422,-1,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,422,-1,3,0,0,1,0,25,-1,0,0,1,310050732
1,-2,1,2,422,-1,3,0,0,1,0,35,-1,0,0,1,310050732
2,-2,1,2,422,-1,3,0,0,1,0,56,-1,0,0,1,310050732
3,-2,1,2,422,-1,3,0,1,1,0,5,-1,0,0,1,310050732
1,-2,1,2,422,30,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,422,30,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,422,60,1,0,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,422,60,1,0,0,1,0,56,18,0,0,1,310050732
1,-2,1,2,422,60,1,0,0,1,1,5,25,0,0,1,310050732
1,-2,1,2,422,60,1,0,0,1,2,5,18,0,0,1,310050732
1,-2,1,2,422,90,1,0,0,0,0,56,24,0,0,1,310050732
1,-2,1,2,422,90,3,0,0,0,0,3,-1,0,0,1,310050732
1,-2,1,2,422,90,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,422,180,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,422,180,1,0,0,1,1,3,55,0,0,1,310050732
1,-2,1,2,422,180,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,422,180,1,0,4,0,0,3,24,0,0,1,310050732
1,-2,1,2,422,180,3,0,0,0,0,56,-1,0,0,1,310050732
1,-2,1,2,422,180,3,0,0,1,0,3,-1,0,0,1,310050732
1,-2,1,2,422,180,3,0,0,1,0,5,-1,0,0,1,310050732
1,-2,1,2,422,365,1,0,0,0,0,3,25,0,0,1,310050732
2,-2,1,2,422,365,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,422,365,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,422,365,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,422,365,1,0,0,1,1,3,25,0,0,1,310050732
1,-2,1,2,422,365,1,0,1,1,2,5,18,0,0,1,310050732
1,-2,1,2,422,365,3,0,0,0,0,3,-1,0,0,1,310050732
2,-2,1,2,422,547,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,422,547,1,0,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,422,547,1,0,4,0,0,5,55,0,0,1,310050732
1,-2,1,2,422,547,2,0,0,0,0,3,25,1,1,1,310050732
1,-2,1,2,422,547,2,0,0,0,2,5,25,1,0,1,310050732
1,-2,1,2,422,547,2,0,0,1,2,3,25,1,0,1,310050732
1,-2,1,2,422,547,3,0,0,1,0,35,-1,0,0,1,310050732
1,-2,1,2,422,730,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,422,730,1,0,0,1,0,5,55,0,0,1,310050732
2,-2,1,2,423,-1,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,0,0,3,55,0,0,1,310050732
2,-2,1,2,423,-1,1,0,0,0,0,5,18,0,0,1,310050732
3,-2,1,2,423,-1,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,0,0,46,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,0,0,56,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,0,2,5,55,0,0,5,310050732
1,-2,1,2,423,-1,1,0,0,0,2,35,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,0,3,25,0,0,1,310050732
5,-2,1,2,423,-1,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,1,3,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,1,5,55,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,1,98,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,0,1,2,5,55,0,0,1,310050732
1,-2,1,2,423,-1,1,0,1,1,0,5,55,0,0,1,310050732
1,-2,1,2,423,-1,1,0,1,1,1,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,4,0,0,3,25,0,0,1,310050732
2,-2,1,2,423,-1,1,0,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,4,0,1,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,0,4,0,2,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,1,0,0,0,3,55,0,0,1,310050732
1,-2,1,2,423,-1,1,1,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,1,0,1,0,5,24,0,0,1,310050732
3,-2,1,2,423,-1,1,1,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,423,-1,1,1,1,1,0,56,25,0,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,0,3,18,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,0,3,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,0,5,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,2,3,24,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,2,5,24,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,0,2,5,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,0,3,18,1,0,1,310050732
2,-2,1,2,423,-1,2,0,0,1,0,3,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,0,35,24,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,1,5,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,2,5,18,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,2,5,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,0,1,2,356,25,1,0,1,310050732
1,-2,1,2,423,-1,2,0,1,1,2,3,25,1,0,1,310050732
1,-2,1,2,423,-1,3,0,0,0,0,5,-1,1,0,1,310050732
1,-2,1,2,423,30,1,0,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,423,60,1,0,0,1,0,5,18,0,0,1,310050732
1,-2,1,2,423,90,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,423,90,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,90,1,0,0,1,0,5,24,0,0,1,310050732
1,-2,1,2,423,90,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,423,90,1,0,4,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,90,2,0,0,0,2,3,25,1,1,1,310050732
2,-2,1,2,423,180,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,180,1,0,0,0,2,3,25,0,0,1,310050732
1,-2,1,2,423,180,1,1,0,1,2,16,25,0,0,1,310050732
4,-2,1,2,423,365,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,423,365,1,0,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,423,365,1,0,0,0,1,3,25,0,0,1,310050732
1,-2,1,2,423,365,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,423,365,1,0,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,423,365,1,0,1,1,1,3,25,0,0,1,310050732
1,-2,1,2,423,365,1,0,1,1,2,5,25,0,0,1,310050732
1,-2,1,2,423,365,1,1,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,423,365,2,0,0,0,1,3,25,1,0,1,310050732
1,-2,1,2,428,-1,1,0,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,0,3,24,1,0,1,310050732
3,-2,1,2,431,-1,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,0,5,18,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,0,5,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,1,3,24,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,2,5,55,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,2,36,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,0,2,56,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,1,0,3,18,0,0,1,310050732
2,-2,1,2,431,-1,1,0,0,1,0,3,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,1,0,5,18,0,0,1,310050732
2,-2,1,2,431,-1,1,0,0,1,0,5,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,1,2,3,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,0,1,2,56,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,1,1,0,5,25,0,0,1,310050732
2,-2,1,2,431,-1,1,0,1,1,2,5,25,0,0,1,310050732
1,-2,1,2,431,-1,1,0,4,0,0,35,25,0,0,1,310050732
1,-2,1,2,431,-1,1,1,0,1,2,5,55,0,0,1,310050732
1,-2,1,2,431,-1,2,0,0,0,0,3,25,1,0,5,310050732
1,-2,1,2,431,-1,2,0,0,0,0,5,18,1,0,1,310050732
1,-2,1,2,431,-1,2,0,0,0,0,5,25,1,0,1,310050732
1,-2,1,2,431,-1,2,0,0,0,1,5,25,1,1,1,310050732
1,-2,1,2,431,-1,2,0,0,0,2,2,25,1,0,1,310050732
1,-2,1,2,431,-1,2,0,0,1,0,3,25,1,1,5,310050732
1,-2,1,2,431,-1,2,0,0,1,1,3,25,1,0,1,310050732
1,-2,1,2,431,180,1,0,1,1,0,56,25,0,0,1,310050732
1,-2,1,2,431,365,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,433,-1,2,0,0,0,2,5,25,1,1,1,310050732
1,-2,1,2,434,-1,1,0,0,0,0,3,25,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,0,0,3,55,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,0,0,5,55,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,0,0,35,25,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,1,0,5,55,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,1,1,5,55,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,1,2,3,25,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,1,2,5,25,0,0,1,310050732
1,-2,1,2,434,-1,1,0,0,1,2,5,25,1,0,1,310050732
1,-2,1,2,434,-1,2,0,0,1,0,3,25,1,0,1,310050732
1,-2,1,2,434,547,1,0,0,0,2,5,25,0,0,1,310050732
1,-2,1,2,440,-1,1,0,4,0,0,3,24,0,0,1,310050732
1,-2,1,2,440,-1,1,1,1,1,0,5,25,0,0,1,310050732
1,-2,1,2,440,-1,2,0,0,0,0,136,25,1,0,1,310050732
1,-2,1,2,440,547,1,0,1,1,0,56,25,0,0,1,310050732
1,-2,1,3,98,-1,1,0,0,0,2,5,24,0,0,2,310050732
2,-2,1,3,98,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,98,-1,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,98,-1,1,0,0,1,1,5,55,0,0,2,310050732
1,-2,1,3,98,-1,1,0,0,1,2,1,25,0,0,2,310050732
1,-2,1,3,98,-1,1,0,0,1,2,3,25,0,0,2,310050732
1,-2,1,3,98,-1,1,0,0,1,2,5,18,0,0,2,310050732
1,-2,1,3,98,-1,1,0,1,1,0,5,25,0,0,2,310050732
1,-2,1,3,98,-1,1,0,1,1,2,5,25,0,0,2,310050732
1,-2,1,3,98,-1,2,0,0,0,2,3,25,1,1,2,310050732
1,-2,1,3,98,-1,2,0,0,0,2,5,18,1,0,2,310050732
1,-2,1,3,98,-1,2,0,0,1,0,5,25,1,0,2,310050732
1,-2,1,3,98,-1,2,0,0,1,2,5,18,1,0,2,310050732
1,-2,1,3,98,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,98,90,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,98,365,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,98,730,1,0,1,1,0,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,0,0,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,0,2,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,1,0,3,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,1,0,5,24,0,0,2,310050732
10,-2,1,3,99,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,1,0,25,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,1,0,56,25,0,0,2,310050732
2,-2,1,3,99,-1,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,0,1,2,3,25,0,0,2,310050732
5,-2,1,3,99,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,1,1,0,5,25,0,0,2,310050732
1,-2,1,3,99,-1,1,0,1,1,2,5,25,0,0,2,310050732
2,-2,1,3,99,-1,2,0,0,1,1,5,25,1,0,2,310050732
1,-2,1,3,99,-1,2,0,0,1,1,5,25,1,1,2,310050732
1,-2,1,3,99,-1,2,0,1,1,1,5,25,1,0,2,310050732
1,-2,1,3,99,180,1,0,1,1,2,5,25,0,0,2,310050732
1,-2,1,3,99,365,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,99,365,1,0,1,1,0,5,25,0,0,2,310050732
1,-2,1,3,99,365,2,0,1,1,2,5,25,1,0,2,310050732
1,-2,1,3,99,547,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,99,547,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,101,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,101,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,101,-1,1,0,0,1,2,36,25,0,0,2,310050732
1,-2,1,3,101,-1,1,0,1,1,2,5,18,0,0,2,310050732
1,-2,1,3,205,-1,2,0,0,0,2,4,25,1,0,2,310050732
1,-2,1,3,205,180,1,0,0,1,2,1,25,0,0,2,310050732
1,-2,1,3,205,180,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,207,-1,1,0,0,1,0,5,18,0,0,2,310050732
1,-2,1,3,207,-1,1,0,0,1,0,56,18,0,0,2,310050732
1,-2,1,3,207,-1,2,0,0,0,2,5,18,1,0,2,310050732
1,-2,1,3,225,-1,1,1,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,302,-1,1,0,0,0,0,5,25,0,0,2,310050732
1,-2,1,3,302,-1,1,0,0,0,2,35,18,0,0,2,310050732
1,-2,1,3,302,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,302,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,302,180,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,302,365,1,0,0,1,0,3,25,0,0,2,310050732
2,-2,1,3,312,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,312,-1,1,0,0,0,2,5,18,0,0,2,310050732
3,-2,1,3,312,-1,1,0,0,1,0,5,25,0,0,2,310050732
4,-2,1,3,312,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,312,-1,1,0,0,1,2,15,25,0,0,2,310050732
1,-2,1,3,312,-1,1,0,1,1,0,26,18,0,0,2,310050732
1,-2,1,3,312,-1,2,0,0,0,2,3,25,1,0,2,310050732
1,-2,1,3,312,-1,2,0,0,0,2,5,18,1,0,2,310050732
1,-2,1,3,312,-1,2,0,0,0,2,5,25,1,0,2,310050732
1,-2,1,3,312,-1,2,0,0,1,1,5,25,1,0,2,310050732
1,-2,1,3,312,-1,2,0,0,1,2,5,24,1,0,2,310050732
1,-2,1,3,312,-1,3,0,0,0,0,56,-1,0,0,2,310050732
1,-2,1,3,312,547,1,0,0,1,2,5,24,0,0,2,310050732
6,-2,1,3,313,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,313,-1,1,0,0,1,0,56,25,0,0,2,310050732
1,-2,1,3,313,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,313,-1,1,1,0,0,0,3,25,0,0,3,310050732
1,-2,1,3,313,-1,2,0,0,0,0,5,24,1,0,2,310050732
1,-2,1,3,313,-1,2,0,0,0,0,5,25,1,1,2,310050732
1,-2,1,3,313,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,313,-1,3,0,0,1,0,5,-1,0,0,2,310050732
1,-2,1,3,313,90,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,313,365,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,314,-1,1,0,0,1,0,5,18,0,0,2,310050732
1,-2,1,3,314,-1,1,0,0,1,2,15,25,0,0,2,310050732
1,-2,1,3,314,-1,1,0,1,1,0,5,25,0,0,2,310050732
1,-2,1,3,314,-1,1,0,1,1,2,5,55,0,0,2,310050732
1,-2,1,3,314,60,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,314,180,1,0,0,1,0,5,18,0,0,2,310050732
1,-2,1,3,410,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,410,-1,1,0,0,0,2,5,25,0,0,2,310050732
14,-2,1,3,410,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,410,-1,1,0,0,1,0,56,18,0,0,2,310050732
4,-2,1,3,410,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,410,-1,1,0,1,1,2,56,25,0,0,2,310050732
1,-2,1,3,410,-1,1,1,0,1,0,3,55,0,0,2,310050732
1,-2,1,3,410,-1,1,1,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,410,-1,2,0,0,0,2,3,25,1,0,2,310050732
1,-2,1,3,410,-1,2,0,0,0,2,5,25,1,1,2,310050732
1,-2,1,3,410,-1,2,0,0,1,0,5,24,1,0,2,310050732
1,-2,1,3,410,-1,2,0,0,1,1,5,25,1,0,2,310050732
1,-2,1,3,410,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,410,-1,2,1,0,0,1,5,25,1,0,2,310050732
1,-2,1,3,410,-1,3,0,0,0,0,5,-1,0,0,2,310050732
1,-2,1,3,410,-1,3,0,0,1,0,5,-1,0,0,2,310050732
1,-2,1,3,410,90,1,0,0,1,0,5,55,0,0,2,310050732
1,-2,1,3,410,365,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,410,547,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,410,730,1,0,0,0,0,5,18,0,0,2,310050732
1,-2,1,3,410,730,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,411,-1,1,0,0,0,0,5,25,0,0,2,310050732
1,-2,1,3,411,-1,1,0,0,0,2,5,25,0,0,2,310050732
1,-2,1,3,411,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,411,-1,1,0,0,1,0,5,55,0,0,2,310050732
1,-2,1,3,411,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,420,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,420,-1,1,0,0,0,2,3,18,0,0,2,310050732
1,-2,1,3,420,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,420,-1,1,1,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,420,-1,1,1,4,0,0,5,25,0,0,2,310050732
1,-2,1,3,420,-1,2,0,0,0,0,3,24,1,1,2,310050732
2,-2,1,3,420,-1,2,0,0,0,2,5,25,1,0,2,310050732
1,-2,1,3,420,-1,2,0,0,1,0,5,25,1,0,2,310050732
1,-2,1,3,420,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,420,-1,2,0,1,1,2,35,25,1,0,2,310050732
1,-2,1,3,421,-1,2,0,0,0,2,3,25,1,0,2,310050732
1,-2,1,3,422,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,0,0,56,18,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,0,2,5,25,0,0,2,310050732
4,-2,1,3,422,-1,1,0,0,1,0,5,18,0,0,2,310050732
2,-2,1,3,422,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,1,0,5,55,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,1,1,35,18,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,1,2,3,18,0,0,2,310050732
3,-2,1,3,422,-1,1,0,0,1,2,5,18,0,0,2,310050732
3,-2,1,3,422,-1,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,422,-1,1,0,0,1,2,25,18,0,0,2,310050732
1,-2,1,3,422,-1,1,0,1,1,2,1,25,0,0,2,310050732
1,-2,1,3,422,-1,1,0,4,0,1,5,24,0,0,2,310050732
1,-2,1,3,422,-1,1,0,6,1,2,3,18,0,0,2,310050732
1,-2,1,3,422,-1,1,1,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,422,-1,2,0,0,1,0,5,25,1,0,2,310050732
1,-2,1,3,422,-1,2,0,0,1,0,56,18,1,0,2,310050732
1,-2,1,3,422,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,422,-1,3,0,0,0,0,3,-1,0,0,2,310050732
1,-2,1,3,422,-1,3,0,0,0,0,3,-1,1,0,2,310050732
1,-2,1,3,422,30,1,0,0,1,2,5,25,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,0,0,3,18,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,0,0,5,55,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,1,0,4,25,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,1,0,5,18,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,1,2,5,18,0,0,2,310050732
1,-2,1,3,423,-1,1,0,0,1,2,5,55,0,0,2,310050732
1,-2,1,3,423,-1,2,0,0,0,2,5,18,1,0,2,310050732
1,-2,1,3,423,90,2,0,1,1,2,5,25,1,0,2,310050732
1,-2,1,3,431,-1,1,0,0,0,1,5,25,0,0,2,310050732
1,-2,1,3,431,365,1,1,0,1,2,5,55,0,0,2,310050732
1,-2,1,3,433,-1,1,0,0,1,1,5,25,0,0,2,310050732
1,-2,1,3,434,-1,1,0,0,0,0,5,18,0,0,2,310050732
1,-2,1,3,434,-1,1,0,0,0,0,35,18,0,0,2,310050732
1,-2,1,3,434,-1,1,0,0,1,0,5,25,0,0,2,310050732
1,-2,1,3,434,-1,1,0,0,1,0,5,55,0,0,2,310050732
1,-2,1,3,434,-1,2,0,0,1,2,5,18,1,0,2,310050732
1,-2,1,3,434,-1,2,0,0,1,2,5,25,1,0,2,310050732
1,-2,1,3,434,365,1,0,0,1,2,5,24,0,0,2,310050732
1,-2,1,4,410,-1,1,1,1,1,0,5,55,0,0,1,310050732
1,-2,1,4,410,180,1,1,1,1,0,3,25,0,0,1,310050732
1,-2,1,4,411,-1,1,1,1,1,0,5,55,0,0,1,310050732
1,-2,1,4,434,-1,1,1,0,1,0,3,55,0,0,1,310050732
1,-2,1,5,24,-1,1,0,1,1,0,1,25,0,0,4,310050732
1,-2,1,5,24,-1,1,1,0,1,0,5,55,0,0,4,310050732
1,-2,1,5,98,-1,2,0,0,1,0,5,24,1,0,4,310050732
1,-2,1,5,99,-1,1,0,0,0,0,3,25,0,0,4,310050732
1,-2,1,5,99,-1,1,0,0,1,0,5,18,0,0,4,310050732
1,-2,1,5,99,-1,1,0,0,1,0,5,55,0,0,4,310050732
1,-2,1,5,99,-1,1,0,1,1,0,5,25,0,0,4,310050732
1,-2,1,5,99,-1,2,0,0,0,0,5,25,1,1,4,310050732
1,-2,1,5,99,-1,2,0,0,1,0,35,25,1,0,4,310050732
1,-2,1,5,99,-1,2,1,0,1,1,5,25,1,0,4,310050732
